customer_id,customer_name,customer_type,province,region,contact_person,phone,email,credit_limit_thb,is_active
CUS-0135,บริษัท ธรรมชาติไทย จำกัด,ผู้ส่งออก,สุโขทัย,ภาคเหนือ,สมบัติ สมบูรณ์,0822632132,contact135@agri-buyer.co.th,500000,Y
CUS-0136,บริษัท เจ้าพระยาผล จำกัด,ตลาดค้าส่ง,หนองคาย,ภาคตะวันออกเฉียงเหนือ,ธนกร สมบูรณ์,0835239430,contact136@agri-buyer.co.th,1000000,Y
CUS-0137,บริษัท ใต้ดีผลไม้ จำกัด,ผู้ส่งออก,ลำพูน,ภาคเหนือ,เอกชัย วงศ์งาม,0927816814,contact137@agri-buyer.co.th,500000,N
CUS-0138,บริษัท ศรีไทยค้าส่ง จำกัด,ตลาดค้าส่ง,ปัตตานี,ภาคใต้,ชัยวัฒน์ สมบูรณ์,0987266715,contact138@agri-buyer.co.th,1000000,Y
CUS-0139,บริษัท แม่โขงการเกษตร จำกัด,สหกรณ์ผู้บริโภค,สงขลา,ภาคใต้,เกษม มงคล,0971672057,contact139@agri-buyer.co.th,1000000,Y
CUS-0140,บริษัท ศรีไทยค้าส่ง จำกัด,ห้างค้าปลีก,สระบุรี,ภาคกลาง,ธวัช ทรัพย์มา,0824039475,contact140@agri-buyer.co.th,500000,Y
CUS-0141,บริษัท ชัยภูมิค้าส่ง จำกัด,ตลาดค้าส่ง,จันทบุรี,ภาคตะวันออก,สุนิสา ใจดี,0800024789,contact141@agri-buyer.co.th,1000000,Y
CUS-0142,บริษัท สุวรรณภูมิ จำกัด,ตลาดค้าส่ง,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,บุญมา สีทอง,0802232606,contact142@agri-buyer.co.th,500000,N
CUS-0143,บริษัท อาหารไทย จำกัด,ตลาดค้าส่ง,ชุมพร,ภาคใต้,สายฝน ทรัพย์มา,0878630814,contact143@agri-buyer.co.th,1000000,Y
CUS-0144,บริษัท ใต้ดีผลไม้ จำกัด,สหกรณ์ผู้บริโภค,เชียงราย,ภาคเหนือ,อนันต์ เจริญสุข,0950472664,contact144@agri-buyer.co.th,500000,Y
CUS-0145,บริษัท เหนือดีข้าว จำกัด,ห้างค้าปลีก,สกลนคร,ภาคตะวันออกเฉียงเหนือ,ธวัช บุญมา,0821262700,contact145@agri-buyer.co.th,500000,Y
CUS-0146,บริษัท ธรรมชาติไทย จำกัด,สหกรณ์ผู้บริโภค,ตรัง,ภาคใต้,พิชัย มงคล,0999427919,contact146@agri-buyer.co.th,1000000,Y
CUS-0147,บริษัท ทองคำเขียว จำกัด,โรงงานแปรรูป,จันทบุรี,ภาคตะวันออก,นภา สมบูรณ์,0877737646,contact147@agri-buyer.co.th,50000,Y
CUS-0148,บริษัท วิบูลย์พืชผล จำกัด,ตลาดค้าส่ง,สระแก้ว,ภาคตะวันออก,ทองสุข ดวงดี,0886072144,contact148@agri-buyer.co.th,50000,Y
CUS-0149,บริษัท สยามฟู้ด จำกัด,ผู้ส่งออก,สตูล,ภาคใต้,สมพงษ์ สาระ,0872261519,contact149@agri-buyer.co.th,100000,Y
CUS-0150,บริษัท ทองคำเขียว จำกัด,โรงงานแปรรูป,เชียงใหม่,ภาคเหนือ,กมลา ใจดี,0932494252,contact150@agri-buyer.co.th,100000,Y
CUS-0151,บริษัท ใต้ดีผลไม้ จำกัด,ห้างค้าปลีก,ชัยนาท,ภาคกลาง,นฤมล ฤทธิ์ไกร,0808519368,contact151@agri-buyer.co.th,200000,Y
CUS-0152,บริษัท ธรรมชาติไทย จำกัด,ผู้ส่งออก,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,ปิยะ ทองดี,0945811979,contact152@agri-buyer.co.th,500000,Y
CUS-0153,บริษัท อาหารไทย จำกัด,ห้างค้าปลีก,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,ลัดดา เกษตรดี,0991846129,contact153@agri-buyer.co.th,100000,Y
CUS-0154,บริษัท เกษตรก้าวหน้า จำกัด,โรงงานแปรรูป,นครนายก,ภาคตะวันออก,อนันต์ ดีงาม,0997386705,contact154@agri-buyer.co.th,50000,Y
CUS-0155,บริษัท เหนือดีข้าว จำกัด,ห้างค้าปลีก,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,นิตยา สาระ,0886721614,contact155@agri-buyer.co.th,100000,Y
CUS-0156,บริษัท บุญเพิ่มเกษตร จำกัด,สหกรณ์ผู้บริโภค,น่าน,ภาคเหนือ,ลัดดา บุญมา,0929179085,contact156@agri-buyer.co.th,200000,Y
CUS-0157,บริษัท ไทยพืชผล จำกัด,โรงงานแปรรูป,พะเยา,ภาคเหนือ,จันทร์ มงคล,0916544380,contact157@agri-buyer.co.th,200000,Y
CUS-0158,บริษัท ไทยพืชผล จำกัด,สหกรณ์ผู้บริโภค,อำนาจเจริญ,ภาคตะวันออกเฉียงเหนือ,ปิยะ ทรัพย์มา,0865253796,contact158@agri-buyer.co.th,50000,N
CUS-0159,บริษัท ชัยภูมิค้าส่ง จำกัด,สหกรณ์ผู้บริโภค,นครศรีธรรมราช,ภาคใต้,มณีรัตน์ เกษตรดี,0824019579,contact159@agri-buyer.co.th,100000,Y
CUS-0160,บริษัท อีสานค้าส่ง จำกัด,สหกรณ์ผู้บริโภค,อุตรดิตถ์,ภาคเหนือ,ธนกร มีสุข,0816045764,contact160@agri-buyer.co.th,200000,Y
CUS-0161,บริษัท ชัยภูมิค้าส่ง จำกัด,ผู้ส่งออก,สตูล,ภาคใต้,ทองสุข แสงงาม,0885024126,contact161@agri-buyer.co.th,1000000,Y
CUS-0162,บริษัท ไทยอุตสาหกรรม จำกัด,ห้างค้าปลีก,สระบุรี,ภาคกลาง,สมหญิง ฤทธิ์ไกร,0901406577,contact162@agri-buyer.co.th,200000,Y
CUS-0163,บริษัท ทิพย์ผลไทย จำกัด,ผู้ส่งออก,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,ชัยวัฒน์ สีทอง,0879111847,contact163@agri-buyer.co.th,1000000,Y
CUS-0164,บริษัท สยามฟู้ด จำกัด,สหกรณ์ผู้บริโภค,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,วีระ มั่งมี,0886887423,contact164@agri-buyer.co.th,500000,Y
CUS-0165,บริษัท ทองคำเขียว จำกัด,โรงงานแปรรูป,ยะลา,ภาคใต้,เกษม สมบูรณ์,0920630653,contact165@agri-buyer.co.th,200000,Y
CUS-0166,บริษัท เจ้าพระยาผล จำกัด,ตลาดค้าส่ง,ปัตตานี,ภาคใต้,สมชาย เกษตรดี,0971268816,contact166@agri-buyer.co.th,1000000,Y
CUS-0167,บริษัท วิบูลย์พืชผล จำกัด,ผู้ส่งออก,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,มณีรัตน์ เกษตรดี,0966482949,contact167@agri-buyer.co.th,100000,Y
CUS-0168,บริษัท เหนือดีข้าว จำกัด,สหกรณ์ผู้บริโภค,ตาก,ภาคเหนือ,อนันต์ ทองแดง,0983401594,contact168@agri-buyer.co.th,500000,Y
CUS-0169,บริษัท สุวรรณภูมิ จำกัด,สหกรณ์ผู้บริโภค,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,เอกชัย เจริญสุข,0972041338,contact169@agri-buyer.co.th,200000,Y
CUS-0170,บริษัท เกษตรก้าวหน้า จำกัด,ผู้ส่งออก,ตรัง,ภาคใต้,ชาญชัย รักษ์ดี,0808394984,contact170@agri-buyer.co.th,100000,Y
CUS-0171,บริษัท เกษตรก้าวหน้า จำกัด,ผู้ส่งออก,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,สุรศักดิ์ มงคล,0904313700,contact171@agri-buyer.co.th,500000,Y
CUS-0172,บริษัท ใต้ดีผลไม้ จำกัด,ผู้ส่งออก,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,ธวัช ดำรง,0992695102,contact172@agri-buyer.co.th,50000,Y
CUS-0173,บริษัท ทองคำเขียว จำกัด,ห้างค้าปลีก,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,นฤมล ทรัพย์มา,0971507900,contact173@agri-buyer.co.th,50000,Y
CUS-0174,บริษัท เกษตรก้าวหน้า จำกัด,ตลาดค้าส่ง,ตราด,ภาคตะวันออก,สมบัติ บุญมา,0942007948,contact174@agri-buyer.co.th,50000,Y
CUS-0175,บริษัท ไทยอุตสาหกรรม จำกัด,ผู้ส่งออก,สุพรรณบุรี,ภาคกลาง,เกษม ศรีสุข,0827172410,contact175@agri-buyer.co.th,100000,Y
CUS-0176,บริษัท บุญเพิ่มเกษตร จำกัด,โรงงานแปรรูป,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,ยุทธนา แสงงาม,0953015636,contact176@agri-buyer.co.th,100000,Y
CUS-0177,บริษัท ไทยพืชผล จำกัด,ห้างค้าปลีก,นราธิวาส,ภาคใต้,ธนกร เพชรดี,0896090059,contact177@agri-buyer.co.th,500000,Y
CUS-0178,บริษัท สยามฟู้ด จำกัด,ผู้ส่งออก,ฉะเชิงเทรา,ภาคตะวันออก,นภา สีทอง,0907792183,contact178@agri-buyer.co.th,1000000,Y
CUS-0179,บริษัท วิบูลย์พืชผล จำกัด,สหกรณ์ผู้บริโภค,สกลนคร,ภาคตะวันออกเฉียงเหนือ,ชัยวัฒน์ พันธ์ดี,0894576273,contact179@agri-buyer.co.th,200000,Y
CUS-0180,บริษัท แม่โขงการเกษตร จำกัด,ตลาดค้าส่ง,อ่างทอง,ภาคกลาง,ธนกร เจริญสุข,0994848623,contact180@agri-buyer.co.th,200000,Y
CUS-0181,บริษัท เหนือดีข้าว จำกัด,โรงงานแปรรูป,ปัตตานี,ภาคใต้,ปราณี พันธ์ดี,0999871228,contact181@agri-buyer.co.th,200000,Y
CUS-0182,บริษัท เหนือดีข้าว จำกัด,ห้างค้าปลีก,สระแก้ว,ภาคตะวันออก,สมชาย พลัง,0809304751,contact182@agri-buyer.co.th,200000,Y
CUS-0183,บริษัท สุวรรณภูมิ จำกัด,โรงงานแปรรูป,ตรัง,ภาคใต้,สมชาย สาระ,0859562258,contact183@agri-buyer.co.th,100000,Y
CUS-0184,บริษัท ศรีไทยค้าส่ง จำกัด,ตลาดค้าส่ง,ลำปาง,ภาคเหนือ,ณรงค์ สีทอง,0953187579,contact184@agri-buyer.co.th,1000000,Y
CUS-0185,บริษัท ใต้ดีผลไม้ จำกัด,ห้างค้าปลีก,แพร่,ภาคเหนือ,กมลา สมบูรณ์,0871132222,contact185@agri-buyer.co.th,200000,Y
CUS-0186,บริษัท ธรรมชาติไทย จำกัด,โรงงานแปรรูป,หนองคาย,ภาคตะวันออกเฉียงเหนือ,สุนิสา ทองดี,0953138981,contact186@agri-buyer.co.th,500000,Y
CUS-0187,บริษัท อีสานค้าส่ง จำกัด,ผู้ส่งออก,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,บุญมา รักษ์ดี,0931070697,contact187@agri-buyer.co.th,1000000,Y
CUS-0188,บริษัท สุวรรณภูมิ จำกัด,สหกรณ์ผู้บริโภค,กำแพงเพชร,ภาคเหนือ,วิชัย พลัง,0954694977,contact188@agri-buyer.co.th,500000,Y
CUS-0189,บริษัท ใต้ดีผลไม้ จำกัด,ตลาดค้าส่ง,แม่ฮ่องสอน,ภาคเหนือ,สายฝน เจริญสุข,0832357351,contact189@agri-buyer.co.th,100000,Y
CUS-0190,บริษัท เกษตรก้าวหน้า จำกัด,ห้างค้าปลีก,เชียงใหม่,ภาคเหนือ,สุนิสา ทองแดง,0811054777,contact190@agri-buyer.co.th,200000,Y
CUS-0191,บริษัท บุญเพิ่มเกษตร จำกัด,ตลาดค้าส่ง,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,จักรกฤษณ์ แสงงาม,0841123636,contact191@agri-buyer.co.th,50000,Y
CUS-0192,บริษัท วิบูลย์พืชผล จำกัด,ห้างค้าปลีก,ชลบุรี,ภาคตะวันออก,สุรศักดิ์ ทองแดง,0824181459,contact192@agri-buyer.co.th,100000,Y
CUS-0193,บริษัท ชัยภูมิค้าส่ง จำกัด,โรงงานแปรรูป,ชลบุรี,ภาคตะวันออก,รัตนา ทองดี,0927736260,contact193@agri-buyer.co.th,1000000,Y
CUS-0194,บริษัท ธรรมชาติไทย จำกัด,ห้างค้าปลีก,ยะลา,ภาคใต้,มาลี สุขใจ,0934707116,contact194@agri-buyer.co.th,500000,Y
CUS-0195,บริษัท ทิพย์ผลไทย จำกัด,โรงงานแปรรูป,อุทัยธานี,ภาคเหนือ,ปราณี ดวงดี,0930959216,contact195@agri-buyer.co.th,500000,Y
CUS-0196,บริษัท วิบูลย์พืชผล จำกัด,สหกรณ์ผู้บริโภค,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,เกษม แสงงาม,0865045963,contact196@agri-buyer.co.th,50000,Y
CUS-0197,บริษัท รุ่งโรจน์ฟาร์ม จำกัด,ตลาดค้าส่ง,ปราจีนบุรี,ภาคตะวันออก,มาลี ศรีสุข,0980320861,contact197@agri-buyer.co.th,500000,Y
CUS-0198,บริษัท อีสานค้าส่ง จำกัด,โรงงานแปรรูป,สระบุรี,ภาคกลาง,อาทิตย์ ดำรง,0975935244,contact198@agri-buyer.co.th,50000,Y
CUS-0199,บริษัท วิบูลย์พืชผล จำกัด,ตลาดค้าส่ง,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,ชัยวัฒน์ ดำรง,0839142849,contact199@agri-buyer.co.th,500000,Y
CUS-0200,บริษัท ใต้ดีผลไม้ จำกัด,โรงงานแปรรูป,เลย,ภาคตะวันออกเฉียงเหนือ,กมลา เกษตรดี,0995551672,contact200@agri-buyer.co.th,50000,Y
