sales_id,order_id,customer_id,crop_id,warehouse_id,sale_date,quantity_kg,unit_price_thb,total_amount_thb,discount_pct,payment_status,sale_channel
SAL-002542,ORD-001007,CUS-0053,CRP-005,WH-010,2025-03-30,362.39,4.03,1460.43,0,ค้างชำระ,ตลาดกลาง
SAL-002543,ORD-001007,CUS-0053,CRP-004,WH-005,2025-03-30,384.67,9.37,3604.36,0,ชำระแล้ว,ตลาดกลาง
SAL-002544,ORD-001007,CUS-0053,CRP-013,WH-010,2025-03-30,336.72,10.15,3417.71,0,ชำระแล้ว,ตรงจากคลัง
SAL-002545,ORD-001007,CUS-0053,CRP-008,WH-011,2025-03-30,272.42,45.1,12286.14,0,ชำระแล้ว,ออนไลน์
SAL-002546,ORD-001008,CUS-0106,CRP-007,WH-001,2024-07-30,827.92,6.3,5215.9,0,ชำระแล้ว,ออนไลน์
SAL-002547,ORD-001008,CUS-0106,CRP-014,WH-014,2024-07-30,5734.29,70.65,405127.59,0,ชำระแล้ว,ตรงจากคลัง
SAL-002548,ORD-001009,CUS-0101,CRP-009,WH-015,2024-07-23,403.11,51.56,20784.35,0,ชำระแล้ว,ตลาดกลาง
SAL-002549,ORD-001010,CUS-0138,CRP-003,WH-008,2022-02-04,1306.26,23.01,30057.04,0,ชำระแล้ว,ตรงจากคลัง
SAL-002550,ORD-001010,CUS-0138,CRP-006,WH-003,2022-02-04,678.82,60.53,41088.97,0,ชำระแล้ว,ตลาดกลาง
SAL-002551,ORD-001011,CUS-0141,CRP-011,WH-006,2024-01-28,632.97,104.66,66246.64,0,ค้างชำระ,สัญญาซื้อขาย
SAL-002552,ORD-001012,CUS-0154,CRP-011,WH-009,2021-07-22,1113.66,84.69,94315.87,2,ค้างชำระ,ตลาดกลาง
SAL-002553,ORD-001012,CUS-0154,CRP-013,WH-014,2021-07-22,579.03,12.58,7284.2,0,ชำระแล้ว,ออนไลน์
SAL-002554,ORD-001013,CUS-0200,CRP-014,WH-010,2025-09-10,4678.42,99.46,465315.65,2,ค้างชำระ,สัญญาซื้อขาย
SAL-002555,ORD-001013,CUS-0200,CRP-005,WH-015,2025-09-10,512.29,3.93,2013.3,0,ชำระแล้ว,ออนไลน์
SAL-002556,ORD-001013,CUS-0200,CRP-002,WH-015,2025-09-10,1227.93,9.49,11653.06,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002557,ORD-001013,CUS-0200,CRP-009,WH-002,2025-09-10,358.1,54.72,19595.23,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002558,ORD-001014,CUS-0010,CRP-001,WH-002,2024-08-09,351.24,13.01,4569.63,5,ชำระแล้ว,ตรงจากคลัง
SAL-002559,ORD-001015,CUS-0006,CRP-004,WH-012,2021-04-01,3600.91,10.89,39213.91,0,ชำระแล้ว,ออนไลน์
SAL-002560,ORD-001015,CUS-0006,CRP-014,WH-014,2021-04-01,6669.54,149.88,999630.66,0,ค้างชำระ,สัญญาซื้อขาย
SAL-002561,ORD-001015,CUS-0006,CRP-002,WH-012,2021-04-01,8030.91,14.91,119740.87,0,บางส่วน,ตรงจากคลัง
SAL-002562,ORD-001015,CUS-0006,CRP-013,WH-002,2021-04-01,2689.82,12.34,33192.38,0,บางส่วน,ออนไลน์
SAL-002563,ORD-001016,CUS-0029,CRP-013,WH-006,2021-01-02,2860.77,8.21,23486.92,0,บางส่วน,ออนไลน์
SAL-002564,ORD-001017,CUS-0078,CRP-015,WH-004,2025-02-10,707.45,8.88,6282.16,0,ชำระแล้ว,ตรงจากคลัง
SAL-002565,ORD-001017,CUS-0078,CRP-013,WH-004,2025-02-10,1757.35,13.04,22915.84,10,ค้างชำระ,สัญญาซื้อขาย
SAL-002566,ORD-001018,CUS-0085,CRP-014,WH-010,2023-09-29,1855.19,74.51,138230.21,0,ค้างชำระ,ตลาดกลาง
SAL-002567,ORD-001018,CUS-0085,CRP-013,WH-011,2023-09-29,433.16,8.2,3551.91,0,ค้างชำระ,ตลาดกลาง
SAL-002568,ORD-001018,CUS-0085,CRP-005,WH-008,2023-09-29,7361.87,4.3,31656.04,2,ค้างชำระ,ตลาดกลาง
SAL-002569,ORD-001018,CUS-0085,CRP-011,WH-004,2023-09-29,1286.43,107.67,138509.92,2,ชำระแล้ว,ออนไลน์
SAL-002570,ORD-001019,CUS-0013,CRP-005,WH-014,2025-11-17,5849.4,4.18,24450.49,2,ค้างชำระ,ออนไลน์
SAL-002571,ORD-001019,CUS-0013,CRP-006,WH-011,2025-11-17,1466.97,65.98,96790.68,0,บางส่วน,ออนไลน์
SAL-002572,ORD-001019,CUS-0013,CRP-001,WH-015,2025-11-17,4676.98,15.64,73147.97,0,ชำระแล้ว,ตลาดกลาง
SAL-002573,ORD-001020,CUS-0189,CRP-007,WH-009,2021-06-11,436.26,5.85,2552.12,0,ชำระแล้ว,ตรงจากคลัง
SAL-002574,ORD-001021,CUS-0007,CRP-012,WH-004,2024-09-27,3364.58,1.57,5282.39,0,ชำระแล้ว,ตรงจากคลัง
SAL-002575,ORD-001022,CUS-0081,CRP-010,WH-005,2025-06-02,393.29,211.97,83365.68,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002576,ORD-001022,CUS-0081,CRP-002,WH-013,2025-06-02,7791.64,13.03,101525.07,0,ค้างชำระ,สัญญาซื้อขาย
SAL-002577,ORD-001022,CUS-0081,CRP-015,WH-001,2025-06-02,8863.25,8.71,77198.91,0,ชำระแล้ว,ตลาดกลาง
SAL-002578,ORD-001023,CUS-0199,CRP-007,WH-013,2024-11-29,74.52,4.55,339.07,0,ค้างชำระ,สัญญาซื้อขาย
SAL-002579,ORD-001023,CUS-0199,CRP-006,WH-008,2024-11-29,771.99,73.48,56725.83,2,ชำระแล้ว,สัญญาซื้อขาย
SAL-002580,ORD-001023,CUS-0199,CRP-015,WH-010,2024-11-29,3807.54,7.3,27795.04,0,ค้างชำระ,ตลาดกลาง
SAL-002581,ORD-001023,CUS-0199,CRP-012,WH-001,2024-11-29,574.91,1.1,632.4,0,ชำระแล้ว,ออนไลน์
SAL-002582,ORD-001024,CUS-0169,CRP-011,WH-010,2023-12-22,739.04,45.86,33892.37,0,ชำระแล้ว,ออนไลน์
SAL-002583,ORD-001024,CUS-0169,CRP-008,WH-008,2023-12-22,332.59,87.38,29061.71,0,ชำระแล้ว,ออนไลน์
SAL-002584,ORD-001024,CUS-0169,CRP-001,WH-014,2023-12-22,8931.84,15.58,139158.07,0,ค้างชำระ,ตรงจากคลัง
SAL-002585,ORD-001025,CUS-0109,CRP-001,WH-002,2025-10-15,6206.51,9.52,59085.98,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002586,ORD-001025,CUS-0109,CRP-015,WH-012,2025-10-15,9241.77,10.58,97777.93,0,ชำระแล้ว,ตรงจากคลัง
SAL-002587,ORD-001025,CUS-0109,CRP-009,WH-004,2025-10-15,1861.98,46.87,87271.0,0,ชำระแล้ว,ตรงจากคลัง
SAL-002588,ORD-001025,CUS-0109,CRP-005,WH-001,2025-10-15,4131.03,4.07,16813.29,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002589,ORD-001026,CUS-0094,CRP-011,WH-003,2023-09-19,1060.61,86.97,92241.25,0,ค้างชำระ,ตลาดกลาง
SAL-002590,ORD-001026,CUS-0094,CRP-010,WH-013,2023-09-19,1114.74,227.24,253313.52,0,ชำระแล้ว,ตลาดกลาง
SAL-002591,ORD-001027,CUS-0048,CRP-009,WH-006,2024-07-14,1339.45,52.26,69999.66,0,ชำระแล้ว,ตรงจากคลัง
SAL-002592,ORD-001027,CUS-0048,CRP-007,WH-003,2024-07-14,867.04,6.71,5817.84,0,ชำระแล้ว,ตรงจากคลัง
SAL-002593,ORD-001028,CUS-0101,CRP-008,WH-014,2021-07-06,1264.63,48.21,60967.81,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002594,ORD-001028,CUS-0101,CRP-015,WH-013,2021-07-06,4059.38,10.23,41527.46,0,ชำระแล้ว,ตลาดกลาง
SAL-002595,ORD-001028,CUS-0101,CRP-010,WH-015,2021-07-06,1625.55,113.59,184646.22,0,ชำระแล้ว,ตรงจากคลัง
SAL-002596,ORD-001029,CUS-0152,CRP-014,WH-002,2021-04-07,3723.35,74.07,275788.53,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002597,ORD-001029,CUS-0152,CRP-003,WH-013,2021-04-07,3568.65,17.17,61273.72,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002598,ORD-001029,CUS-0152,CRP-004,WH-013,2021-04-07,4561.75,12.91,58892.19,0,บางส่วน,ออนไลน์
SAL-002599,ORD-001030,CUS-0014,CRP-006,WH-004,2024-02-28,1821.0,67.09,122170.89,0,ชำระแล้ว,ตลาดกลาง
SAL-002600,ORD-001030,CUS-0014,CRP-009,WH-012,2024-02-28,2517.26,31.95,80426.46,2,ชำระแล้ว,สัญญาซื้อขาย
SAL-002601,ORD-001030,CUS-0014,CRP-001,WH-009,2024-02-28,7962.04,14.1,112264.76,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002602,ORD-001030,CUS-0014,CRP-011,WH-013,2024-02-28,1044.08,69.59,72657.53,2,ชำระแล้ว,ตลาดกลาง
SAL-002603,ORD-001031,CUS-0162,CRP-004,WH-006,2025-01-29,8389.41,10.52,88256.59,2,ชำระแล้ว,ออนไลน์
SAL-002604,ORD-001031,CUS-0162,CRP-010,WH-012,2025-01-29,2459.32,117.63,289289.81,0,บางส่วน,สัญญาซื้อขาย
SAL-002605,ORD-001031,CUS-0162,CRP-006,WH-006,2025-01-29,1500.19,85.67,128521.28,2,ชำระแล้ว,ตลาดกลาง
SAL-002606,ORD-001032,CUS-0023,CRP-007,WH-014,2024-01-28,1196.0,6.02,7199.92,0,ชำระแล้ว,ตรงจากคลัง
SAL-002607,ORD-001033,CUS-0039,CRP-013,WH-014,2022-03-09,2986.06,12.9,38520.17,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002608,ORD-001034,CUS-0184,CRP-006,WH-010,2025-11-14,210.05,90.67,19045.23,0,ค้างชำระ,ออนไลน์
SAL-002609,ORD-001035,CUS-0187,CRP-014,WH-005,2022-04-04,5105.24,93.64,478054.67,0,ชำระแล้ว,ตลาดกลาง
SAL-002610,ORD-001035,CUS-0187,CRP-005,WH-011,2022-04-04,1484.78,4.81,7141.79,0,ชำระแล้ว,ตรงจากคลัง
SAL-002611,ORD-001036,CUS-0179,CRP-009,WH-015,2021-12-15,74.26,25.59,1900.31,0,ชำระแล้ว,ตลาดกลาง
SAL-002612,ORD-001036,CUS-0179,CRP-010,WH-009,2021-12-15,2787.23,246.81,687916.24,0,ชำระแล้ว,ออนไลน์
SAL-002613,ORD-001036,CUS-0179,CRP-003,WH-011,2021-12-15,9699.42,27.36,265376.13,0,ค้างชำระ,ตรงจากคลัง
SAL-002614,ORD-001036,CUS-0179,CRP-004,WH-006,2021-12-15,8850.28,8.01,70890.74,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002615,ORD-001037,CUS-0168,CRP-011,WH-003,2024-06-16,2018.89,75.71,152850.16,5,บางส่วน,ตลาดกลาง
SAL-002616,ORD-001037,CUS-0168,CRP-013,WH-006,2024-06-16,1621.52,9.47,15355.79,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002617,ORD-001038,CUS-0200,CRP-002,WH-013,2022-09-18,9534.61,16.72,159418.68,0,ชำระแล้ว,ตรงจากคลัง
SAL-002618,ORD-001038,CUS-0200,CRP-010,WH-014,2022-09-18,1566.72,254.55,398808.58,0,บางส่วน,ออนไลน์
SAL-002619,ORD-001039,CUS-0116,CRP-004,WH-008,2022-02-25,5018.88,10.1,50690.69,0,บางส่วน,สัญญาซื้อขาย
SAL-002620,ORD-001039,CUS-0116,CRP-011,WH-014,2022-02-25,1552.3,98.61,153072.3,0,ค้างชำระ,ออนไลน์
SAL-002621,ORD-001039,CUS-0116,CRP-008,WH-011,2022-02-25,1841.25,47.68,87790.8,0,ค้างชำระ,ตรงจากคลัง
SAL-002622,ORD-001040,CUS-0073,CRP-012,WH-014,2022-03-27,4788.79,1.68,8045.17,0,ค้างชำระ,ตลาดกลาง
SAL-002623,ORD-001040,CUS-0073,CRP-010,WH-001,2022-03-27,1323.22,148.25,196167.36,0,ชำระแล้ว,ตรงจากคลัง
SAL-002624,ORD-001040,CUS-0073,CRP-006,WH-007,2022-03-27,1398.24,87.99,123031.14,10,ชำระแล้ว,ตลาดกลาง
SAL-002625,ORD-001041,CUS-0182,CRP-011,WH-015,2021-03-24,2397.79,84.41,202397.45,0,ชำระแล้ว,ตรงจากคลัง
SAL-002626,ORD-001042,CUS-0136,CRP-002,WH-009,2021-04-17,1834.43,9.58,17573.84,0,บางส่วน,ตลาดกลาง
SAL-002627,ORD-001042,CUS-0136,CRP-008,WH-005,2021-04-17,2205.02,54.88,121011.5,5,ชำระแล้ว,สัญญาซื้อขาย
SAL-002628,ORD-001042,CUS-0136,CRP-010,WH-007,2021-04-17,418.08,222.28,92930.82,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002629,ORD-001042,CUS-0136,CRP-001,WH-008,2021-04-17,6054.5,9.02,54611.59,0,ชำระแล้ว,ตรงจากคลัง
SAL-002630,ORD-001043,CUS-0160,CRP-002,WH-012,2025-10-12,9084.68,12.59,114376.12,2,ชำระแล้ว,ออนไลน์
SAL-002631,ORD-001044,CUS-0199,CRP-011,WH-011,2024-04-12,2113.27,62.86,132840.15,2,บางส่วน,ออนไลน์
SAL-002632,ORD-001044,CUS-0199,CRP-010,WH-001,2024-04-12,2084.75,112.29,234096.58,0,ชำระแล้ว,ตลาดกลาง
SAL-002633,ORD-001045,CUS-0071,CRP-015,WH-013,2023-08-07,755.37,6.86,5181.84,0,ชำระแล้ว,ตรงจากคลัง
SAL-002634,ORD-001046,CUS-0107,CRP-002,WH-011,2021-05-06,1270.5,14.78,18777.99,0,ชำระแล้ว,ออนไลน์
SAL-002635,ORD-001046,CUS-0107,CRP-008,WH-003,2021-05-06,283.12,45.59,12907.44,5,ชำระแล้ว,สัญญาซื้อขาย
SAL-002636,ORD-001046,CUS-0107,CRP-010,WH-002,2021-05-06,328.06,227.43,74610.69,2,ค้างชำระ,ตลาดกลาง
SAL-002637,ORD-001047,CUS-0064,CRP-006,WH-008,2022-11-23,1656.82,102.41,169674.94,0,ชำระแล้ว,ออนไลน์
SAL-002638,ORD-001047,CUS-0064,CRP-010,WH-015,2022-11-23,2458.39,151.92,373478.61,0,บางส่วน,ตลาดกลาง
SAL-002639,ORD-001047,CUS-0064,CRP-012,WH-014,2022-11-23,3058.47,1.23,3761.92,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002640,ORD-001048,CUS-0152,CRP-006,WH-013,2022-09-21,112.48,59.17,6655.44,0,ชำระแล้ว,ตลาดกลาง
SAL-002641,ORD-001048,CUS-0152,CRP-015,WH-015,2022-09-21,1885.41,9.6,18099.94,0,ชำระแล้ว,ตลาดกลาง
SAL-002642,ORD-001048,CUS-0152,CRP-008,WH-009,2022-09-21,2881.78,70.84,204145.3,0,ชำระแล้ว,ตรงจากคลัง
SAL-002643,ORD-001049,CUS-0078,CRP-011,WH-010,2022-10-23,151.4,105.03,15901.54,0,ชำระแล้ว,ออนไลน์
SAL-002644,ORD-001050,CUS-0087,CRP-008,WH-001,2022-05-08,469.1,67.03,31443.77,0,ค้างชำระ,ตรงจากคลัง
SAL-002645,ORD-001050,CUS-0087,CRP-010,WH-012,2022-05-08,1371.15,169.57,232505.91,0,ชำระแล้ว,ตรงจากคลัง
SAL-002646,ORD-001051,CUS-0139,CRP-010,WH-011,2022-07-16,778.43,210.03,163493.65,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002647,ORD-001051,CUS-0139,CRP-011,WH-002,2022-07-16,2827.94,115.17,325693.85,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002648,ORD-001051,CUS-0139,CRP-004,WH-008,2022-07-16,1257.25,9.85,12383.91,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002649,ORD-001052,CUS-0105,CRP-015,WH-004,2021-04-30,8459.11,10.35,87551.79,0,ชำระแล้ว,ออนไลน์
SAL-002650,ORD-001052,CUS-0105,CRP-005,WH-005,2021-04-30,4337.95,4.55,19737.67,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002651,ORD-001052,CUS-0105,CRP-003,WH-014,2021-04-30,5647.27,26.81,151403.31,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002652,ORD-001053,CUS-0155,CRP-012,WH-003,2022-10-03,5595.94,1.66,9289.26,0,บางส่วน,ตลาดกลาง
SAL-002653,ORD-001053,CUS-0155,CRP-015,WH-004,2022-10-03,9113.84,6.7,61062.73,0,ชำระแล้ว,ตรงจากคลัง
SAL-002654,ORD-001053,CUS-0155,CRP-010,WH-002,2022-10-03,1766.89,124.24,219518.41,2,ชำระแล้ว,ตลาดกลาง
SAL-002655,ORD-001054,CUS-0125,CRP-008,WH-015,2022-07-23,2232.29,49.67,110877.84,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002656,ORD-001054,CUS-0125,CRP-006,WH-009,2022-07-23,933.6,60.2,56202.72,0,ชำระแล้ว,ตรงจากคลัง
SAL-002657,ORD-001054,CUS-0125,CRP-004,WH-007,2022-07-23,8190.66,11.48,94028.78,0,บางส่วน,ตลาดกลาง
SAL-002658,ORD-001055,CUS-0127,CRP-010,WH-007,2022-02-22,2360.72,164.69,388786.98,0,ชำระแล้ว,ออนไลน์
SAL-002659,ORD-001056,CUS-0083,CRP-007,WH-013,2021-04-14,527.95,7.93,4186.64,0,บางส่วน,ตรงจากคลัง
SAL-002660,ORD-001056,CUS-0083,CRP-009,WH-011,2021-04-14,531.11,33.83,17967.45,0,ชำระแล้ว,ตรงจากคลัง
SAL-002661,ORD-001057,CUS-0043,CRP-014,WH-009,2022-04-18,7809.37,97.32,760007.89,0,ชำระแล้ว,ออนไลน์
SAL-002662,ORD-001057,CUS-0043,CRP-007,WH-009,2022-04-18,1050.77,6.4,6724.93,0,ค้างชำระ,ออนไลน์
SAL-002663,ORD-001057,CUS-0043,CRP-011,WH-009,2022-04-18,2306.82,73.24,168951.5,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002664,ORD-001058,CUS-0181,CRP-014,WH-015,2022-12-28,7374.98,145.09,1070035.85,0,ชำระแล้ว,ออนไลน์
SAL-002665,ORD-001058,CUS-0181,CRP-001,WH-011,2022-12-28,3754.88,16.17,60716.41,0,ค้างชำระ,สัญญาซื้อขาย
SAL-002666,ORD-001059,CUS-0134,CRP-007,WH-002,2021-09-30,1140.94,5.56,6343.63,0,ชำระแล้ว,ตลาดกลาง
SAL-002667,ORD-001059,CUS-0134,CRP-012,WH-001,2021-09-30,5731.47,1.83,10488.59,0,ชำระแล้ว,ตลาดกลาง
SAL-002668,ORD-001059,CUS-0134,CRP-014,WH-014,2021-09-30,3738.44,82.54,308570.84,0,ค้างชำระ,ออนไลน์
SAL-002669,ORD-001059,CUS-0134,CRP-010,WH-001,2021-09-30,1325.55,211.4,280221.27,0,ชำระแล้ว,ตรงจากคลัง
SAL-002670,ORD-001060,CUS-0151,CRP-006,WH-001,2023-01-03,1635.47,95.31,155876.65,0,ชำระแล้ว,ออนไลน์
SAL-002671,ORD-001061,CUS-0034,CRP-006,WH-004,2023-02-10,1721.47,67.33,115906.58,0,ชำระแล้ว,ตลาดกลาง
SAL-002672,ORD-001061,CUS-0034,CRP-002,WH-015,2023-02-10,7657.08,11.36,86984.43,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002673,ORD-001061,CUS-0034,CRP-009,WH-012,2023-02-10,1603.27,39.18,62816.12,2,บางส่วน,ตลาดกลาง
SAL-002674,ORD-001062,CUS-0155,CRP-002,WH-007,2025-07-28,4874.23,10.37,50545.77,0,ชำระแล้ว,ตรงจากคลัง
SAL-002675,ORD-001062,CUS-0155,CRP-011,WH-011,2025-07-28,1344.77,80.37,108079.16,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002676,ORD-001062,CUS-0155,CRP-014,WH-011,2025-07-28,3030.63,136.62,414044.67,2,ชำระแล้ว,สัญญาซื้อขาย
SAL-002677,ORD-001062,CUS-0155,CRP-005,WH-006,2025-07-28,7141.9,3.18,22711.24,0,ชำระแล้ว,ตลาดกลาง
SAL-002678,ORD-001063,CUS-0088,CRP-012,WH-006,2023-11-02,5283.57,1.71,9034.9,0,ค้างชำระ,ตรงจากคลัง
SAL-002679,ORD-001063,CUS-0088,CRP-013,WH-005,2023-11-02,1712.48,12.49,21388.88,0,บางส่วน,สัญญาซื้อขาย
SAL-002680,ORD-001063,CUS-0088,CRP-009,WH-009,2023-11-02,610.78,46.22,28230.25,0,ชำระแล้ว,ตรงจากคลัง
SAL-002681,ORD-001064,CUS-0119,CRP-014,WH-012,2024-01-11,5711.29,149.98,856579.27,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002682,ORD-001065,CUS-0172,CRP-002,WH-003,2025-02-28,6369.45,14.46,92102.25,5,ชำระแล้ว,ออนไลน์
SAL-002683,ORD-001065,CUS-0172,CRP-015,WH-003,2025-02-28,6124.94,11.34,69456.82,2,ค้างชำระ,สัญญาซื้อขาย
SAL-002684,ORD-001065,CUS-0172,CRP-004,WH-015,2025-02-28,9663.47,11.63,112386.16,2,ชำระแล้ว,ตรงจากคลัง
SAL-002685,ORD-001066,CUS-0155,CRP-005,WH-004,2024-06-27,1037.9,4.3,4462.97,0,ชำระแล้ว,ตรงจากคลัง
SAL-002686,ORD-001066,CUS-0155,CRP-004,WH-002,2024-06-27,7534.31,11.0,82877.41,0,บางส่วน,สัญญาซื้อขาย
SAL-002687,ORD-001066,CUS-0155,CRP-008,WH-007,2024-06-27,1805.27,60.82,109796.52,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002688,ORD-001066,CUS-0155,CRP-009,WH-015,2024-06-27,1417.86,29.09,41245.55,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002689,ORD-001067,CUS-0011,CRP-013,WH-010,2022-11-03,227.69,12.41,2825.63,0,ชำระแล้ว,ตลาดกลาง
SAL-002690,ORD-001067,CUS-0011,CRP-012,WH-005,2022-11-03,6928.69,1.59,11016.62,0,ชำระแล้ว,ออนไลน์
SAL-002691,ORD-001068,CUS-0197,CRP-002,WH-012,2025-01-02,3470.63,13.78,47825.28,5,ชำระแล้ว,ตลาดกลาง
SAL-002692,ORD-001068,CUS-0197,CRP-003,WH-014,2025-01-02,689.99,20.28,13993.0,0,ค้างชำระ,ออนไลน์
SAL-002693,ORD-001068,CUS-0197,CRP-007,WH-010,2025-01-02,148.04,4.47,661.74,0,ค้างชำระ,ตลาดกลาง
SAL-002694,ORD-001069,CUS-0187,CRP-005,WH-003,2024-06-12,1540.78,2.97,4576.12,0,ค้างชำระ,ตรงจากคลัง
SAL-002695,ORD-001069,CUS-0187,CRP-009,WH-009,2024-06-12,789.09,38.05,30024.87,2,ชำระแล้ว,ออนไลน์
SAL-002696,ORD-001070,CUS-0193,CRP-011,WH-004,2022-09-04,1694.03,71.35,120869.04,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002697,ORD-001070,CUS-0193,CRP-001,WH-012,2022-09-04,7723.74,11.46,88514.06,0,ชำระแล้ว,ตรงจากคลัง
SAL-002698,ORD-001070,CUS-0193,CRP-013,WH-008,2022-09-04,2171.91,7.99,17353.56,0,ชำระแล้ว,ตรงจากคลัง
SAL-002699,ORD-001071,CUS-0087,CRP-013,WH-015,2022-04-24,1862.77,6.45,12014.87,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002700,ORD-001071,CUS-0087,CRP-003,WH-013,2022-04-24,5522.67,21.0,115976.07,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002701,ORD-001071,CUS-0087,CRP-008,WH-010,2022-04-24,1741.85,50.83,88538.24,0,ชำระแล้ว,ตรงจากคลัง
SAL-002702,ORD-001071,CUS-0087,CRP-002,WH-011,2022-04-24,5635.42,14.43,81319.11,0,ชำระแล้ว,ตรงจากคลัง
SAL-002703,ORD-001072,CUS-0102,CRP-008,WH-013,2022-02-21,2924.1,92.09,269280.37,0,ชำระแล้ว,ตรงจากคลัง
SAL-002704,ORD-001073,CUS-0141,CRP-009,WH-006,2021-10-28,1803.51,48.8,88011.29,0,ชำระแล้ว,ตรงจากคลัง
SAL-002705,ORD-001074,CUS-0075,CRP-014,WH-002,2022-05-15,3937.19,145.1,571286.27,0,ชำระแล้ว,ออนไลน์
SAL-002706,ORD-001074,CUS-0075,CRP-006,WH-004,2022-05-15,352.87,95.81,33808.47,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002707,ORD-001074,CUS-0075,CRP-013,WH-013,2022-05-15,1215.85,14.43,17544.72,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002708,ORD-001075,CUS-0180,CRP-015,WH-001,2024-08-12,6243.59,8.57,53507.57,0,ชำระแล้ว,ตลาดกลาง
SAL-002709,ORD-001075,CUS-0180,CRP-008,WH-005,2024-08-12,923.93,55.66,51425.94,0,บางส่วน,สัญญาซื้อขาย
SAL-002710,ORD-001075,CUS-0180,CRP-002,WH-014,2024-08-12,7405.09,10.56,78197.75,0,ชำระแล้ว,ออนไลน์
SAL-002711,ORD-001076,CUS-0184,CRP-008,WH-006,2024-06-30,1786.65,82.55,147487.96,0,ชำระแล้ว,ออนไลน์
SAL-002712,ORD-001076,CUS-0184,CRP-011,WH-013,2024-06-30,603.9,49.64,29977.6,0,ชำระแล้ว,ออนไลน์
SAL-002713,ORD-001077,CUS-0170,CRP-010,WH-015,2025-06-12,1712.35,256.36,438978.05,10,บางส่วน,ตลาดกลาง
SAL-002714,ORD-001077,CUS-0170,CRP-011,WH-001,2025-06-12,2554.19,93.61,239097.73,0,ค้างชำระ,สัญญาซื้อขาย
SAL-002715,ORD-001078,CUS-0043,CRP-002,WH-014,2024-10-16,2977.5,14.86,44245.65,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002716,ORD-001079,CUS-0052,CRP-002,WH-004,2025-09-14,4419.7,11.38,50296.19,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002717,ORD-001079,CUS-0052,CRP-014,WH-009,2025-09-14,2775.88,115.38,320281.03,0,บางส่วน,ออนไลน์
SAL-002718,ORD-001080,CUS-0103,CRP-012,WH-007,2024-02-06,4040.5,1.95,7878.97,0,ชำระแล้ว,ตรงจากคลัง
SAL-002719,ORD-001080,CUS-0103,CRP-014,WH-001,2024-02-06,161.63,133.16,21522.65,0,ค้างชำระ,ตรงจากคลัง
SAL-002720,ORD-001080,CUS-0103,CRP-004,WH-009,2024-02-06,6293.05,8.64,54371.95,0,ค้างชำระ,ตลาดกลาง
SAL-002721,ORD-001080,CUS-0103,CRP-009,WH-008,2024-02-06,2489.48,57.21,142423.15,0,ชำระแล้ว,ตรงจากคลัง
SAL-002722,ORD-001081,CUS-0188,CRP-014,WH-013,2024-07-23,889.04,88.13,78351.1,0,ค้างชำระ,สัญญาซื้อขาย
SAL-002723,ORD-001082,CUS-0071,CRP-005,WH-003,2023-09-12,4128.23,5.05,20847.56,0,ชำระแล้ว,สัญญาซื้อขาย
SAL-002724,ORD-001082,CUS-0071,CRP-008,WH-001,2023-09-12,900.1,53.86,48479.39,0,ชำระแล้ว,ตลาดกลาง
SAL-002725,ORD-001082,CUS-0071,CRP-006,WH-012,2023-09-12,233.37,70.51,16454.92,0,บางส่วน,ตรงจากคลัง
SAL-002726,ORD-001082,CUS-0071,CRP-004,WH-011,2023-09-12,7455.28,10.68,79622.39,0,ชำระแล้ว,ออนไลน์
SAL-002727,ORD-001083,CUS-0017,CRP-012,WH-002,2022-01-21,854.73,1.21,1034.22,0,ชำระแล้ว,ออนไลน์
