harvest_id,farmer_id,crop_id,warehouse_id,harvest_date,quantity_kg,price_per_kg,total_amount_thb,quality_grade,inspector_note
HRV-006844,FRM-0237,CRP-005,WH-004,2024-05-13,24003.68,3.4,81612.51,B,คุณภาพดี
HRV-006845,FRM-0247,CRP-015,WH-003,2022-09-25,15033.52,8.68,130490.95,B,คุณภาพปานกลาง
HRV-006846,FRM-0160,CRP-013,WH-007,2021-04-28,4402.73,8.44,37159.04,A,ผ่านการตรวจสอบ
HRV-006847,FRM-0259,CRP-003,WH-010,2024-10-06,5951.95,19.71,117312.93,B,คุณภาพดี
HRV-006848,FRM-0230,CRP-010,WH-002,2025-06-22,7926.91,180.95,1434374.36,B,ผ่านการตรวจสอบ
HRV-006849,FRM-0020,CRP-007,WH-002,2025-02-06,4249.76,5.04,21418.79,C,ผ่านการตรวจสอบ
HRV-006850,FRM-0151,CRP-015,WH-006,2021-10-16,16748.53,6.56,109870.36,B,คุณภาพดี
HRV-006851,FRM-0258,CRP-005,WH-008,2025-02-01,11974.39,2.74,32809.83,A,คุณภาพดี
HRV-006852,FRM-0178,CRP-015,WH-013,2024-08-21,17179.55,8.1,139154.35,B,ต้องตรวจซ้ำ
HRV-006853,FRM-0215,CRP-015,WH-006,2023-07-06,999.48,6.79,6786.47,A,คุณภาพปานกลาง
HRV-006854,FRM-0014,CRP-012,WH-013,2024-03-14,44261.18,1.15,50900.36,B,ผ่านการตรวจสอบ
HRV-006855,FRM-0059,CRP-007,WH-003,2025-07-05,4604.92,6.65,30622.72,C,ผ่านการตรวจสอบ
HRV-006856,FRM-0099,CRP-007,WH-011,2022-08-01,2060.13,6.3,12978.82,B,ผ่านการตรวจสอบ
HRV-006857,FRM-0107,CRP-013,WH-003,2024-07-19,2782.21,7.71,21450.84,A,ผ่านการตรวจสอบ
HRV-006858,FRM-0151,CRP-014,WH-001,2022-01-21,4669.39,69.76,325736.65,A,ผ่านการตรวจสอบ
HRV-006859,FRM-0280,CRP-013,WH-010,2025-06-08,5721.61,7.48,42797.64,A,ผ่านการตรวจสอบ
HRV-006860,FRM-0149,CRP-014,WH-006,2021-01-28,387.68,76.65,29715.67,A,ต้องตรวจซ้ำ
HRV-006861,FRM-0012,CRP-012,WH-009,2024-02-25,21556.49,1.19,25652.22,A,คุณภาพปานกลาง
HRV-006862,FRM-0162,CRP-010,WH-009,2022-06-07,4717.65,195.03,920083.28,A,ผ่านการตรวจสอบ
HRV-006863,FRM-0270,CRP-011,WH-008,2025-06-06,1411.09,58.73,82873.32,A,ผ่านการตรวจสอบ
HRV-006864,FRM-0057,CRP-002,WH-003,2024-01-13,19432.26,12.09,234936.02,B,คุณภาพปานกลาง
HRV-006865,FRM-0094,CRP-009,WH-006,2021-08-20,4145.95,29.85,123756.61,B,ต้องตรวจซ้ำ
HRV-006866,FRM-0049,CRP-014,WH-005,2024-11-25,4687.86,115.29,540463.38,C,คุณภาพปานกลาง
HRV-006867,FRM-0097,CRP-007,WH-004,2021-12-25,437.82,4.72,2066.51,A,คุณภาพดี
HRV-006868,FRM-0199,CRP-013,WH-005,2023-05-19,1734.42,8.26,14326.31,A,ผ่านการตรวจสอบ
HRV-006869,FRM-0120,CRP-005,WH-013,2022-05-15,16870.26,3.66,61745.15,A,คุณภาพดี
HRV-006870,FRM-0223,CRP-012,WH-009,2021-11-25,17796.29,1.18,20999.62,C,ผ่านการตรวจสอบ
HRV-006871,FRM-0210,CRP-015,WH-009,2021-10-10,13599.33,7.11,96691.24,B,คุณภาพดี
HRV-006872,FRM-0214,CRP-001,WH-007,2021-04-18,3572.76,12.75,45552.69,A,ผ่านการตรวจสอบ
HRV-006873,FRM-0242,CRP-004,WH-003,2021-06-10,18458.48,9.88,182369.78,B,คุณภาพปานกลาง
HRV-006874,FRM-0255,CRP-012,WH-015,2022-02-07,2601.38,1.41,3667.95,B,คุณภาพดี
HRV-006875,FRM-0300,CRP-005,WH-008,2024-04-26,23686.16,2.73,64663.22,A,ผ่านการตรวจสอบ
HRV-006876,FRM-0201,CRP-006,WH-013,2025-10-23,2775.86,57.99,160972.12,B,คุณภาพดี
HRV-006877,FRM-0288,CRP-005,WH-015,2023-03-23,17166.02,3.5,60081.07,B,ผ่านการตรวจสอบ
HRV-006878,FRM-0055,CRP-014,WH-006,2023-01-15,4476.0,81.22,363540.72,C,ต้องตรวจซ้ำ
HRV-006879,FRM-0233,CRP-004,WH-010,2025-03-11,12848.55,9.87,126815.19,B,คุณภาพดี
HRV-006880,FRM-0068,CRP-009,WH-003,2021-08-14,854.13,36.22,30936.59,C,ผ่านการตรวจสอบ
HRV-006881,FRM-0083,CRP-013,WH-012,2024-06-07,4839.69,5.63,27247.45,C,คุณภาพปานกลาง
HRV-006882,FRM-0146,CRP-013,WH-008,2025-06-07,7781.57,10.76,83729.69,B,คุณภาพปานกลาง
HRV-006883,FRM-0238,CRP-011,WH-014,2024-07-19,7278.19,54.77,398626.47,B,ผ่านการตรวจสอบ
HRV-006884,FRM-0274,CRP-013,WH-010,2021-06-12,7770.87,6.86,53308.17,B,ผ่านการตรวจสอบ
HRV-006885,FRM-0295,CRP-015,WH-002,2025-10-25,12799.32,7.03,89979.22,B,ผ่านการตรวจสอบ
HRV-006886,FRM-0215,CRP-004,WH-001,2023-05-02,8542.83,7.61,65010.94,B,ผ่านการตรวจสอบ
HRV-006887,FRM-0197,CRP-014,WH-015,2022-02-20,2193.51,117.68,258132.26,B,ผ่านการตรวจสอบ
HRV-006888,FRM-0233,CRP-013,WH-007,2025-04-07,1565.79,10.67,16706.98,A,คุณภาพดี
HRV-006889,FRM-0103,CRP-002,WH-007,2025-01-26,10573.84,9.52,100662.96,B,คุณภาพปานกลาง
HRV-006890,FRM-0037,CRP-013,WH-010,2022-03-02,3558.13,8.89,31631.78,B,ผ่านการตรวจสอบ
HRV-006891,FRM-0217,CRP-008,WH-012,2021-05-14,4762.03,65.54,312103.45,C,คุณภาพดี
HRV-006892,FRM-0008,CRP-002,WH-005,2022-11-22,15471.25,11.74,181632.48,C,ผ่านการตรวจสอบ
HRV-006893,FRM-0150,CRP-002,WH-006,2024-12-13,1031.48,11.43,11789.82,A,ผ่านการตรวจสอบ
HRV-006894,FRM-0221,CRP-011,WH-001,2024-07-06,4479.47,85.23,381785.23,A,ผ่านการตรวจสอบ
HRV-006895,FRM-0168,CRP-006,WH-014,2024-12-21,2595.12,62.0,160897.44,A,คุณภาพปานกลาง
HRV-006896,FRM-0094,CRP-003,WH-013,2022-11-28,14912.65,14.42,215040.41,B,ผ่านการตรวจสอบ
HRV-006897,FRM-0245,CRP-011,WH-011,2024-07-21,1099.66,53.61,58952.77,A,ผ่านการตรวจสอบ
HRV-006898,FRM-0260,CRP-011,WH-007,2021-06-10,7573.56,40.06,303396.81,C,คุณภาพปานกลาง
HRV-006899,FRM-0240,CRP-014,WH-007,2022-11-16,331.74,110.08,36517.94,B,คุณภาพปานกลาง
HRV-006900,FRM-0242,CRP-011,WH-002,2021-05-26,4013.76,59.39,238377.21,A,คุณภาพดี
HRV-006901,FRM-0248,CRP-002,WH-009,2022-11-02,5671.95,11.48,65113.99,A,คุณภาพดี
HRV-006902,FRM-0187,CRP-010,WH-002,2025-04-24,5995.78,155.87,934562.23,B,ต้องตรวจซ้ำ
HRV-006903,FRM-0213,CRP-006,WH-007,2025-11-04,4175.33,62.66,261626.18,C,ผ่านการตรวจสอบ
HRV-006904,FRM-0086,CRP-013,WH-001,2022-03-18,3134.0,5.44,17048.96,A,ผ่านการตรวจสอบ
HRV-006905,FRM-0122,CRP-014,WH-014,2021-01-01,4392.86,115.6,507814.62,A,คุณภาพปานกลาง
HRV-006906,FRM-0294,CRP-005,WH-002,2024-06-07,26895.46,3.29,88486.06,C,ผ่านการตรวจสอบ
HRV-006907,FRM-0204,CRP-001,WH-012,2025-02-09,14076.9,9.51,133871.32,B,คุณภาพปานกลาง
HRV-006908,FRM-0155,CRP-015,WH-008,2022-09-10,6059.83,6.34,38419.32,A,คุณภาพดี
HRV-006909,FRM-0220,CRP-014,WH-002,2024-11-27,4817.53,83.91,404238.94,A,ผ่านการตรวจสอบ
HRV-006910,FRM-0121,CRP-010,WH-014,2022-06-01,1093.36,161.08,176118.43,B,คุณภาพดี
HRV-006911,FRM-0197,CRP-002,WH-014,2021-11-05,16157.19,9.96,160925.61,B,ต้องตรวจซ้ำ
HRV-006912,FRM-0003,CRP-009,WH-014,2024-07-13,5417.55,36.97,200286.82,C,ผ่านการตรวจสอบ
HRV-006913,FRM-0039,CRP-012,WH-015,2021-03-08,42560.2,1.27,54051.45,C,ผ่านการตรวจสอบ
HRV-006914,FRM-0010,CRP-005,WH-014,2023-06-03,12444.99,3.84,47788.76,A,คุณภาพปานกลาง
HRV-006915,FRM-0043,CRP-010,WH-002,2022-04-09,1206.93,198.22,239237.66,B,ผ่านการตรวจสอบ
HRV-006916,FRM-0300,CRP-001,WH-009,2023-02-16,4931.71,8.39,41377.05,B,คุณภาพดี
HRV-006917,FRM-0180,CRP-014,WH-009,2024-02-06,1091.68,66.45,72542.14,B,ผ่านการตรวจสอบ
HRV-006918,FRM-0013,CRP-012,WH-011,2022-03-10,7993.26,1.05,8392.92,B,ผ่านการตรวจสอบ
HRV-006919,FRM-0298,CRP-010,WH-015,2022-05-06,2263.81,101.38,229505.06,A,ผ่านการตรวจสอบ
HRV-006920,FRM-0135,CRP-001,WH-003,2024-04-03,17115.33,10.87,186043.64,C,ผ่านการตรวจสอบ
HRV-006921,FRM-0069,CRP-001,WH-014,2025-04-27,8006.58,11.38,91114.88,B,คุณภาพดี
HRV-006922,FRM-0034,CRP-009,WH-006,2022-09-18,1510.53,40.09,60557.15,C,คุณภาพปานกลาง
HRV-006923,FRM-0061,CRP-005,WH-008,2022-03-26,3156.69,2.67,8428.36,A,ผ่านการตรวจสอบ
HRV-006924,FRM-0180,CRP-007,WH-011,2021-06-03,2607.56,4.17,10873.53,A,คุณภาพปานกลาง
HRV-006925,FRM-0212,CRP-002,WH-006,2024-10-17,10141.3,8.55,86708.12,A,คุณภาพปานกลาง
HRV-006926,FRM-0158,CRP-008,WH-015,2022-04-09,1408.84,42.38,59706.64,C,ผ่านการตรวจสอบ
HRV-006927,FRM-0238,CRP-001,WH-003,2022-04-12,11589.88,9.87,114392.12,A,คุณภาพดี
HRV-006928,FRM-0014,CRP-008,WH-010,2022-05-27,5302.28,63.01,334096.66,A,ต้องตรวจซ้ำ
HRV-006929,FRM-0135,CRP-012,WH-013,2024-03-24,31535.62,1.38,43519.16,A,ผ่านการตรวจสอบ
HRV-006930,FRM-0225,CRP-003,WH-012,2021-11-16,1498.29,19.62,29396.45,A,คุณภาพดี
HRV-006931,FRM-0251,CRP-002,WH-003,2024-01-06,16437.74,8.27,135940.11,C,ผ่านการตรวจสอบ
HRV-006932,FRM-0041,CRP-001,WH-001,2022-04-06,2401.76,10.67,25626.78,B,ผ่านการตรวจสอบ
HRV-006933,FRM-0096,CRP-001,WH-014,2025-01-10,14333.87,11.19,160396.01,B,ผ่านการตรวจสอบ
HRV-006934,FRM-0275,CRP-013,WH-002,2023-03-26,2770.29,10.9,30196.16,C,ผ่านการตรวจสอบ
HRV-006935,FRM-0265,CRP-010,WH-004,2022-05-02,3957.74,107.75,426446.48,B,คุณภาพดี
HRV-006936,FRM-0074,CRP-010,WH-008,2025-07-27,1600.75,134.05,214580.54,A,ผ่านการตรวจสอบ
HRV-006937,FRM-0021,CRP-005,WH-015,2022-03-17,14601.91,3.1,45265.92,A,ต้องตรวจซ้ำ
HRV-006938,FRM-0004,CRP-001,WH-008,2024-04-20,8824.59,8.79,77568.15,B,ต้องตรวจซ้ำ
HRV-006939,FRM-0018,CRP-010,WH-013,2024-06-05,3110.16,181.05,563094.47,B,คุณภาพปานกลาง
HRV-006940,FRM-0034,CRP-004,WH-002,2025-05-28,6512.84,7.27,47348.35,C,คุณภาพดี
HRV-006941,FRM-0134,CRP-005,WH-006,2025-04-26,21260.22,3.69,78450.21,A,ผ่านการตรวจสอบ
HRV-006942,FRM-0088,CRP-011,WH-012,2022-06-09,2192.98,48.76,106929.7,B,ต้องตรวจซ้ำ
HRV-006943,FRM-0260,CRP-006,WH-011,2023-02-01,2675.02,68.19,182409.61,A,คุณภาพดี
HRV-006944,FRM-0050,CRP-001,WH-006,2025-04-09,10940.9,9.22,100875.1,B,ต้องตรวจซ้ำ
HRV-006945,FRM-0222,CRP-005,WH-014,2024-02-18,22618.23,3.52,79616.17,A,ผ่านการตรวจสอบ
HRV-006946,FRM-0256,CRP-014,WH-009,2024-02-11,1333.66,90.69,120949.63,A,ต้องตรวจซ้ำ
HRV-006947,FRM-0231,CRP-013,WH-008,2024-07-08,3074.89,5.91,18172.6,B,ผ่านการตรวจสอบ
HRV-006948,FRM-0058,CRP-001,WH-010,2021-04-05,2726.56,11.04,30101.22,B,ผ่านการตรวจสอบ
HRV-006949,FRM-0146,CRP-007,WH-013,2025-04-03,2153.23,6.08,13091.64,C,ผ่านการตรวจสอบ
HRV-006950,FRM-0038,CRP-007,WH-001,2023-10-04,3595.16,4.06,14596.35,C,ผ่านการตรวจสอบ
HRV-006951,FRM-0143,CRP-006,WH-014,2021-10-23,1945.97,74.95,145850.45,A,ผ่านการตรวจสอบ
HRV-006952,FRM-0013,CRP-007,WH-002,2024-02-28,4033.6,5.85,23596.56,B,ต้องตรวจซ้ำ
HRV-006953,FRM-0140,CRP-013,WH-014,2025-05-06,7768.35,6.13,47619.99,B,คุณภาพดี
HRV-006954,FRM-0062,CRP-010,WH-013,2022-04-13,5775.36,196.49,1134800.49,A,คุณภาพดี
HRV-006955,FRM-0102,CRP-012,WH-006,2025-11-25,27394.3,1.18,32325.27,B,ต้องตรวจซ้ำ
HRV-006956,FRM-0289,CRP-009,WH-011,2022-07-24,2331.25,25.21,58770.81,B,ต้องตรวจซ้ำ
HRV-006957,FRM-0185,CRP-015,WH-015,2021-08-07,4915.35,8.71,42812.7,B,ต้องตรวจซ้ำ
HRV-006958,FRM-0191,CRP-015,WH-010,2023-08-05,5271.63,6.83,36005.23,A,ผ่านการตรวจสอบ
HRV-006959,FRM-0183,CRP-002,WH-015,2024-01-18,10571.62,8.98,94933.15,B,คุณภาพดี
HRV-006960,FRM-0247,CRP-013,WH-008,2022-03-10,1993.89,8.94,17825.38,A,คุณภาพปานกลาง
HRV-006961,FRM-0263,CRP-009,WH-012,2023-07-15,6797.0,38.43,261208.71,B,คุณภาพดี
HRV-006962,FRM-0162,CRP-007,WH-014,2023-06-12,3695.61,6.37,23541.04,A,คุณภาพปานกลาง
HRV-006963,FRM-0134,CRP-001,WH-005,2022-03-16,8935.56,10.99,98201.8,C,ผ่านการตรวจสอบ
HRV-006964,FRM-0137,CRP-015,WH-010,2023-07-14,8164.63,8.87,72420.27,C,ผ่านการตรวจสอบ
HRV-006965,FRM-0077,CRP-006,WH-001,2022-03-17,1025.23,67.46,69162.02,C,คุณภาพปานกลาง
HRV-006966,FRM-0016,CRP-002,WH-009,2021-01-06,2711.08,8.95,24264.17,C,ผ่านการตรวจสอบ
HRV-006967,FRM-0009,CRP-015,WH-007,2022-07-23,1068.92,7.06,7546.58,C,ต้องตรวจซ้ำ
HRV-006968,FRM-0175,CRP-008,WH-007,2022-06-07,4387.95,66.68,292588.51,C,ผ่านการตรวจสอบ
HRV-006969,FRM-0040,CRP-009,WH-014,2024-07-19,1042.66,41.31,43072.28,C,คุณภาพดี
HRV-006970,FRM-0139,CRP-001,WH-006,2024-05-11,18942.27,8.16,154568.92,C,ผ่านการตรวจสอบ
HRV-006971,FRM-0263,CRP-014,WH-004,2023-11-10,3291.55,114.5,376882.48,A,ผ่านการตรวจสอบ
HRV-006972,FRM-0121,CRP-013,WH-014,2021-07-26,4325.53,9.11,39405.58,A,ผ่านการตรวจสอบ
HRV-006973,FRM-0199,CRP-004,WH-015,2022-04-17,6598.74,8.63,56947.13,A,ผ่านการตรวจสอบ
HRV-006974,FRM-0217,CRP-007,WH-012,2021-03-08,1744.47,6.61,11530.95,A,คุณภาพดี
HRV-006975,FRM-0294,CRP-011,WH-009,2022-05-04,6854.41,48.72,333946.86,B,ผ่านการตรวจสอบ
HRV-006976,FRM-0127,CRP-001,WH-001,2023-01-01,3523.1,8.43,29699.73,A,ต้องตรวจซ้ำ
HRV-006977,FRM-0267,CRP-002,WH-001,2023-01-28,12691.04,10.1,128179.5,C,ผ่านการตรวจสอบ
HRV-006978,FRM-0194,CRP-003,WH-012,2022-11-02,12019.56,17.67,212385.63,C,คุณภาพดี
HRV-006979,FRM-0207,CRP-009,WH-011,2025-08-24,2274.16,26.53,60333.46,B,ผ่านการตรวจสอบ
HRV-006980,FRM-0167,CRP-009,WH-014,2022-09-11,2217.8,40.99,90907.62,B,ผ่านการตรวจสอบ
HRV-006981,FRM-0128,CRP-004,WH-002,2021-03-08,14706.2,8.09,118973.16,B,ต้องตรวจซ้ำ
HRV-006982,FRM-0208,CRP-013,WH-004,2022-04-10,7980.79,6.24,49800.13,C,ต้องตรวจซ้ำ
HRV-006983,FRM-0024,CRP-002,WH-002,2022-10-19,6118.45,11.76,71952.97,A,ผ่านการตรวจสอบ
HRV-006984,FRM-0177,CRP-003,WH-008,2021-01-22,14588.59,14.82,216202.9,C,ต้องตรวจซ้ำ
HRV-006985,FRM-0150,CRP-002,WH-004,2023-01-12,8614.02,10.09,86915.46,B,ผ่านการตรวจสอบ
HRV-006986,FRM-0253,CRP-001,WH-015,2023-02-21,13362.47,8.98,119994.98,B,ต้องตรวจซ้ำ
HRV-006987,FRM-0189,CRP-002,WH-006,2023-11-12,19230.69,12.3,236537.49,C,ผ่านการตรวจสอบ
HRV-006988,FRM-0220,CRP-012,WH-005,2022-12-05,34689.82,1.44,49953.34,B,คุณภาพดี
HRV-006989,FRM-0199,CRP-001,WH-013,2021-05-16,6484.02,12.53,81244.77,B,ผ่านการตรวจสอบ
HRV-006990,FRM-0295,CRP-015,WH-009,2021-08-13,2603.45,6.68,17391.05,A,ผ่านการตรวจสอบ
HRV-006991,FRM-0052,CRP-005,WH-015,2021-06-26,26181.49,3.43,89802.51,A,ผ่านการตรวจสอบ
HRV-006992,FRM-0030,CRP-005,WH-009,2025-06-26,12646.79,3.15,39837.39,A,คุณภาพดี
HRV-006993,FRM-0289,CRP-006,WH-007,2023-11-09,3027.9,59.42,179917.82,C,ต้องตรวจซ้ำ
HRV-006994,FRM-0290,CRP-014,WH-013,2024-02-12,1969.1,114.84,226131.44,A,ผ่านการตรวจสอบ
HRV-006995,FRM-0126,CRP-005,WH-003,2021-02-03,22889.07,2.99,68438.32,B,ผ่านการตรวจสอบ
HRV-006996,FRM-0151,CRP-001,WH-012,2021-03-01,9913.14,8.82,87433.89,A,ผ่านการตรวจสอบ
HRV-006997,FRM-0012,CRP-002,WH-010,2022-10-15,3165.71,8.93,28269.79,A,ผ่านการตรวจสอบ
HRV-006998,FRM-0131,CRP-003,WH-014,2022-10-17,18521.39,16.38,303380.37,A,ต้องตรวจซ้ำ
HRV-006999,FRM-0281,CRP-011,WH-005,2023-08-15,5874.18,63.73,374361.49,A,ต้องตรวจซ้ำ
HRV-007000,FRM-0123,CRP-008,WH-006,2022-04-02,5796.58,58.28,337824.68,B,ผ่านการตรวจสอบ
HRV-007001,FRM-0109,CRP-007,WH-009,2021-09-15,2385.12,5.73,13666.74,B,ผ่านการตรวจสอบ
HRV-007002,FRM-0107,CRP-012,WH-013,2023-12-11,27608.6,1.43,39480.3,A,ผ่านการตรวจสอบ
HRV-007003,FRM-0293,CRP-006,WH-007,2021-06-09,616.34,58.75,36209.97,A,ผ่านการตรวจสอบ
HRV-007004,FRM-0123,CRP-009,WH-009,2024-07-10,2035.21,44.62,90811.07,A,คุณภาพปานกลาง
HRV-007005,FRM-0208,CRP-012,WH-005,2021-02-28,14630.9,1.06,15508.75,A,ต้องตรวจซ้ำ
HRV-007006,FRM-0079,CRP-006,WH-004,2021-10-28,3418.97,67.37,230336.01,B,ผ่านการตรวจสอบ
HRV-007007,FRM-0249,CRP-010,WH-009,2021-04-11,7659.52,194.86,1492534.07,B,ผ่านการตรวจสอบ
HRV-007008,FRM-0220,CRP-004,WH-001,2025-05-17,6121.57,8.09,49523.5,C,ผ่านการตรวจสอบ
HRV-007009,FRM-0093,CRP-015,WH-014,2025-10-12,5159.18,6.14,31677.37,A,คุณภาพดี
HRV-007010,FRM-0211,CRP-012,WH-007,2025-11-20,28533.27,1.47,41943.91,B,ผ่านการตรวจสอบ
HRV-007011,FRM-0161,CRP-001,WH-001,2023-01-27,10754.0,9.38,100872.52,A,คุณภาพดี
HRV-007012,FRM-0186,CRP-006,WH-005,2023-11-16,3415.11,53.73,183493.86,A,คุณภาพปานกลาง
HRV-007013,FRM-0174,CRP-001,WH-004,2022-02-14,11728.72,9.9,116114.33,A,ผ่านการตรวจสอบ
HRV-007014,FRM-0080,CRP-015,WH-010,2021-07-01,5742.1,6.89,39563.07,B,ผ่านการตรวจสอบ
HRV-007015,FRM-0148,CRP-007,WH-010,2021-07-12,1019.08,4.92,5013.87,A,ผ่านการตรวจสอบ
HRV-007016,FRM-0217,CRP-007,WH-014,2024-04-10,3056.79,5.25,16048.15,A,ผ่านการตรวจสอบ
HRV-007017,FRM-0166,CRP-008,WH-006,2024-04-28,5827.52,41.6,242424.83,A,ต้องตรวจซ้ำ
HRV-007018,FRM-0152,CRP-004,WH-011,2024-04-26,4829.67,7.32,35353.18,A,ผ่านการตรวจสอบ
HRV-007019,FRM-0080,CRP-011,WH-001,2021-05-18,1170.01,74.1,86697.74,A,คุณภาพปานกลาง
HRV-007020,FRM-0251,CRP-008,WH-008,2022-06-18,403.54,41.34,16682.34,C,คุณภาพดี
HRV-007021,FRM-0287,CRP-010,WH-013,2025-04-28,4656.66,128.35,597682.31,B,ผ่านการตรวจสอบ
HRV-007022,FRM-0214,CRP-014,WH-004,2024-02-17,3371.86,77.9,262667.89,A,ผ่านการตรวจสอบ
HRV-007023,FRM-0222,CRP-006,WH-002,2021-10-18,1147.64,76.96,88322.37,C,ผ่านการตรวจสอบ
HRV-007024,FRM-0252,CRP-003,WH-006,2023-10-04,16972.25,16.16,274271.56,A,ผ่านการตรวจสอบ
HRV-007025,FRM-0118,CRP-005,WH-011,2024-06-17,18438.49,2.9,53471.62,A,คุณภาพปานกลาง
HRV-007026,FRM-0145,CRP-004,WH-006,2025-05-27,4686.12,8.95,41940.77,C,คุณภาพปานกลาง
HRV-007027,FRM-0007,CRP-002,WH-010,2023-11-22,18756.52,10.61,199006.68,B,ผ่านการตรวจสอบ
HRV-007028,FRM-0010,CRP-001,WH-002,2022-02-27,4880.44,8.81,42996.68,C,คุณภาพปานกลาง
HRV-007029,FRM-0070,CRP-007,WH-009,2025-07-02,4241.27,5.47,23199.75,A,ผ่านการตรวจสอบ
HRV-007030,FRM-0187,CRP-006,WH-014,2023-01-12,566.27,66.32,37555.03,C,คุณภาพดี
HRV-007031,FRM-0193,CRP-015,WH-005,2021-09-06,8030.78,7.26,58303.46,A,ผ่านการตรวจสอบ
HRV-007032,FRM-0211,CRP-008,WH-012,2024-06-01,6652.44,65.18,433606.04,A,ผ่านการตรวจสอบ
HRV-007033,FRM-0009,CRP-009,WH-007,2021-07-21,7120.77,36.11,257131.0,A,คุณภาพปานกลาง
HRV-007034,FRM-0053,CRP-004,WH-009,2023-08-19,9793.02,10.38,101651.55,B,ผ่านการตรวจสอบ
HRV-007035,FRM-0208,CRP-005,WH-002,2022-04-05,15258.05,3.62,55234.14,B,คุณภาพดี
HRV-007036,FRM-0300,CRP-015,WH-006,2021-07-12,15633.79,7.33,114595.68,B,ผ่านการตรวจสอบ
HRV-007037,FRM-0198,CRP-004,WH-005,2022-06-07,19127.07,7.77,148617.33,B,คุณภาพปานกลาง
HRV-007038,FRM-0038,CRP-010,WH-015,2021-04-25,6682.65,170.35,1138389.43,A,ผ่านการตรวจสอบ
HRV-007039,FRM-0129,CRP-003,WH-013,2021-10-26,3084.64,17.7,54598.13,A,คุณภาพดี
HRV-007040,FRM-0204,CRP-015,WH-008,2022-09-22,11852.59,8.93,105843.63,B,คุณภาพดี
HRV-007041,FRM-0152,CRP-005,WH-005,2021-02-05,22224.69,2.97,66007.33,A,ผ่านการตรวจสอบ
HRV-007042,FRM-0248,CRP-012,WH-003,2022-02-09,38930.24,1.5,58395.36,A,ต้องตรวจซ้ำ
HRV-007043,FRM-0132,CRP-001,WH-011,2023-04-18,14611.08,12.25,178985.73,A,ผ่านการตรวจสอบ
HRV-007044,FRM-0222,CRP-008,WH-005,2021-05-03,5118.55,61.0,312231.55,B,ต้องตรวจซ้ำ
HRV-007045,FRM-0258,CRP-011,WH-012,2025-05-21,1391.45,83.65,116394.79,B,ต้องตรวจซ้ำ
HRV-007046,FRM-0065,CRP-008,WH-013,2025-05-03,2590.51,65.81,170481.46,A,ผ่านการตรวจสอบ
HRV-007047,FRM-0239,CRP-004,WH-001,2022-04-02,12266.9,9.09,111506.12,A,คุณภาพปานกลาง
HRV-007048,FRM-0083,CRP-012,WH-008,2023-12-19,28238.41,1.37,38686.62,A,ผ่านการตรวจสอบ
HRV-007049,FRM-0229,CRP-011,WH-007,2022-07-10,7294.71,87.2,636098.71,A,ต้องตรวจซ้ำ
HRV-007050,FRM-0151,CRP-007,WH-010,2023-08-09,2889.44,6.55,18925.83,A,ผ่านการตรวจสอบ
HRV-007051,FRM-0051,CRP-002,WH-012,2021-10-25,7760.55,12.19,94601.1,A,ต้องตรวจซ้ำ
HRV-007052,FRM-0272,CRP-002,WH-007,2023-12-18,10884.59,8.82,96002.08,C,คุณภาพปานกลาง
HRV-007053,FRM-0270,CRP-007,WH-004,2024-01-17,3320.16,6.94,23041.91,A,ผ่านการตรวจสอบ
HRV-007054,FRM-0191,CRP-002,WH-003,2021-11-22,11920.43,11.55,137680.97,A,ต้องตรวจซ้ำ
HRV-007055,FRM-0136,CRP-010,WH-007,2023-06-15,350.32,89.6,31388.67,B,ต้องตรวจซ้ำ
HRV-007056,FRM-0053,CRP-001,WH-014,2021-02-27,3587.78,10.35,37133.52,B,ผ่านการตรวจสอบ
HRV-007057,FRM-0030,CRP-009,WH-008,2021-08-03,2363.71,43.72,103341.4,A,คุณภาพดี
HRV-007058,FRM-0142,CRP-012,WH-002,2023-01-27,38409.57,1.43,54925.69,B,ผ่านการตรวจสอบ
HRV-007059,FRM-0100,CRP-001,WH-009,2021-04-11,14108.83,9.31,131353.21,B,คุณภาพดี
HRV-007060,FRM-0189,CRP-008,WH-007,2025-04-27,3098.2,62.54,193761.43,B,ผ่านการตรวจสอบ
HRV-007061,FRM-0172,CRP-011,WH-003,2021-08-05,6308.46,59.34,374344.02,A,ผ่านการตรวจสอบ
HRV-007062,FRM-0223,CRP-001,WH-015,2021-04-28,2314.38,12.69,29369.48,A,ผ่านการตรวจสอบ
HRV-007063,FRM-0065,CRP-010,WH-012,2023-06-07,7580.87,147.71,1119770.31,A,ผ่านการตรวจสอบ
HRV-007064,FRM-0197,CRP-005,WH-005,2023-02-18,20192.78,3.67,74107.5,A,ผ่านการตรวจสอบ
HRV-007065,FRM-0266,CRP-006,WH-011,2022-09-24,4059.7,50.41,204649.48,B,ผ่านการตรวจสอบ
HRV-007066,FRM-0082,CRP-001,WH-010,2024-05-13,14017.89,11.48,160925.38,A,ต้องตรวจซ้ำ
HRV-007067,FRM-0238,CRP-010,WH-004,2025-07-11,5959.92,163.45,974148.92,A,ผ่านการตรวจสอบ
HRV-007068,FRM-0285,CRP-015,WH-009,2024-07-28,13439.04,7.57,101733.53,C,ผ่านการตรวจสอบ
HRV-007069,FRM-0171,CRP-008,WH-014,2023-06-19,7458.46,44.82,334288.18,B,ผ่านการตรวจสอบ
