inventory_id,warehouse_id,crop_id,snapshot_date,beginning_stock_kg,received_kg,sold_kg,ending_stock_kg,unit_cost_thb,stock_status
INV-006428,WH-002,CRP-004,2021-01-04,51123.8,1601.69,7012.02,45713.47,6.25,สูง
INV-006429,WH-002,CRP-004,2021-01-10,45713.47,2180.21,5212.79,42680.89,6.7,สูง
INV-006430,WH-002,CRP-004,2021-01-16,42680.89,1188.43,6652.29,37217.03,8.94,สูง
INV-006431,WH-002,CRP-004,2021-01-19,37217.03,7108.33,7845.76,36479.6,7.8,สูง
INV-006432,WH-002,CRP-004,2021-01-22,36479.6,886.7,7486.68,29879.62,7.1,สูง
INV-006433,WH-002,CRP-004,2021-01-25,29879.62,7118.96,2820.4,34178.18,6.65,สูง
INV-006434,WH-002,CRP-004,2021-02-03,34178.18,4244.53,6476.25,31946.46,8.71,สูง
INV-006435,WH-002,CRP-004,2021-02-15,31946.46,7344.33,7133.17,32157.62,9.69,สูง
INV-006436,WH-002,CRP-004,2021-02-18,32157.62,3994.23,2270.71,33881.14,7.61,สูง
INV-006437,WH-002,CRP-004,2021-02-24,33881.14,662.82,252.42,34291.54,9.89,สูง
INV-006438,WH-002,CRP-004,2021-02-27,34291.54,7424.64,73.6,41642.58,6.67,สูง
INV-006439,WH-002,CRP-004,2021-03-02,41642.58,4383.62,5954.69,40071.51,9.53,สูง
INV-006440,WH-002,CRP-004,2021-03-05,40071.51,3976.62,4050.72,39997.41,7.3,สูง
INV-006441,WH-002,CRP-004,2021-03-11,39997.41,9180.95,4399.48,44778.88,6.53,สูง
INV-006442,WH-002,CRP-004,2021-04-01,44778.88,6770.17,3508.8,48040.25,5.86,สูง
INV-006443,WH-002,CRP-004,2021-04-04,48040.25,791.15,3503.0,45328.4,9.38,สูง
INV-006444,WH-002,CRP-004,2021-04-13,45328.4,6642.53,2070.27,49900.66,8.79,สูง
INV-006445,WH-002,CRP-004,2021-04-16,49900.66,7984.79,602.43,57283.02,6.28,สูง
INV-006446,WH-002,CRP-004,2021-04-19,57283.02,8923.9,248.47,65958.45,6.43,สูง
INV-006447,WH-002,CRP-004,2021-04-22,65958.45,3279.69,2654.38,66583.76,6.02,สูง
INV-006448,WH-002,CRP-004,2021-04-25,66583.76,4174.01,5296.63,65461.14,7.13,สูง
INV-006449,WH-002,CRP-004,2021-04-28,65461.14,9031.34,988.35,73504.13,8.72,สูง
INV-006450,WH-002,CRP-004,2021-05-01,73504.13,574.22,5578.55,68499.8,8.11,สูง
INV-006451,WH-002,CRP-004,2021-05-10,68499.8,7693.38,1388.92,74804.26,6.75,สูง
INV-006452,WH-002,CRP-004,2021-05-16,74804.26,1154.65,7657.83,68301.08,6.32,สูง
INV-006453,WH-002,CRP-004,2021-05-19,68301.08,8018.92,6332.77,69987.23,5.91,สูง
INV-006454,WH-002,CRP-004,2021-05-25,69987.23,6031.08,4894.29,71124.02,6.04,สูง
INV-006455,WH-002,CRP-004,2021-05-31,71124.02,4867.32,4018.06,71973.28,6.7,สูง
INV-006456,WH-002,CRP-004,2021-06-06,71973.28,1705.52,4518.45,69160.35,8.48,สูง
INV-006457,WH-002,CRP-004,2021-06-15,69160.35,5232.47,7947.41,66445.41,8.88,สูง
INV-006458,WH-002,CRP-004,2021-06-21,66445.41,4066.7,4999.4,65512.71,5.72,สูง
INV-006459,WH-002,CRP-004,2021-06-24,65512.71,5895.43,3922.29,67485.85,6.49,สูง
INV-006460,WH-002,CRP-004,2021-06-27,67485.85,2320.28,3991.59,65814.54,7.08,สูง
INV-006461,WH-002,CRP-004,2021-07-03,65814.54,8267.29,4930.42,69151.41,6.98,สูง
INV-006462,WH-002,CRP-004,2021-07-09,69151.41,5163.54,2361.22,71953.73,8.92,สูง
INV-006463,WH-002,CRP-004,2021-07-15,71953.73,6664.8,4180.74,74437.79,6.41,สูง
INV-006464,WH-002,CRP-004,2021-07-27,74437.79,8616.35,654.25,82399.89,8.89,สูง
INV-006465,WH-002,CRP-004,2021-07-30,82399.89,648.87,4432.13,78616.63,9.18,สูง
INV-006466,WH-002,CRP-004,2021-08-05,78616.63,5232.75,2422.53,81426.85,7.12,สูง
INV-006467,WH-002,CRP-004,2021-08-11,81426.85,640.21,6199.41,75867.65,9.69,สูง
INV-006468,WH-002,CRP-004,2021-08-14,75867.65,5073.52,1541.28,79399.89,9.52,สูง
INV-006469,WH-002,CRP-004,2021-08-17,79399.89,9664.11,1101.35,87962.65,6.7,สูง
INV-006470,WH-002,CRP-004,2021-08-23,87962.65,2185.08,5054.1,85093.63,5.93,สูง
INV-006471,WH-002,CRP-004,2021-08-26,85093.63,8267.12,4475.18,88885.57,6.6,สูง
INV-006472,WH-002,CRP-004,2021-09-01,88885.57,5688.45,2151.28,92422.74,5.97,สูง
INV-006473,WH-002,CRP-004,2021-09-04,92422.74,1502.77,3004.24,90921.27,9.6,สูง
INV-006474,WH-002,CRP-004,2021-09-07,90921.27,8189.87,5596.97,93514.17,8.6,สูง
INV-006475,WH-002,CRP-004,2021-09-10,93514.17,4089.22,5727.64,91875.75,9.4,สูง
INV-006476,WH-002,CRP-004,2021-09-13,91875.75,9161.04,4745.27,96291.52,8.98,สูง
INV-006477,WH-002,CRP-004,2021-09-22,96291.52,1810.25,1060.77,97041.0,8.91,สูง
INV-006478,WH-002,CRP-004,2021-10-01,97041.0,3381.24,5209.25,95212.99,5.74,สูง
INV-006479,WH-002,CRP-004,2021-10-07,95212.99,8293.44,1664.26,101842.17,7.12,สูง
INV-006480,WH-002,CRP-004,2021-10-10,101842.17,7183.1,2830.39,106194.88,7.04,สูง
INV-006481,WH-002,CRP-004,2021-10-19,106194.88,7385.95,4359.99,109220.84,8.96,สูง
INV-006482,WH-002,CRP-004,2021-10-28,109220.84,7588.94,3742.45,113067.33,8.02,สูง
INV-006483,WH-002,CRP-004,2021-11-03,113067.33,6878.03,7112.17,112833.19,6.92,สูง
INV-006484,WH-002,CRP-004,2021-11-06,112833.19,6810.08,462.5,119180.77,8.07,สูง
INV-006485,WH-002,CRP-004,2021-11-09,119180.77,5001.79,128.86,124053.7,9.2,สูง
INV-006486,WH-002,CRP-004,2021-11-12,124053.7,2849.43,1918.79,124984.34,7.21,สูง
INV-006487,WH-002,CRP-004,2021-11-15,124984.34,654.03,6113.26,119525.11,7.94,สูง
INV-006488,WH-002,CRP-004,2021-11-27,119525.11,7050.05,4701.14,121874.02,8.87,สูง
INV-006489,WH-002,CRP-004,2021-11-30,121874.02,2616.67,4860.47,119630.22,6.79,สูง
INV-006490,WH-002,CRP-004,2021-12-03,119630.22,9138.64,4195.82,124573.04,5.87,สูง
INV-006491,WH-002,CRP-004,2021-12-06,124573.04,521.05,6574.85,118519.24,8.89,สูง
INV-006492,WH-002,CRP-004,2021-12-09,118519.24,8486.97,7713.62,119292.59,9.69,สูง
INV-006493,WH-002,CRP-004,2021-12-15,119292.59,6923.89,5406.55,120809.93,6.84,สูง
INV-006494,WH-002,CRP-004,2021-12-18,120809.93,3986.73,6142.76,118653.9,6.81,สูง
INV-006495,WH-002,CRP-004,2021-12-24,118653.9,2314.63,7559.22,113409.31,8.12,สูง
INV-006496,WH-002,CRP-004,2021-12-27,113409.31,4547.78,4901.89,113055.2,7.06,สูง
INV-006497,WH-002,CRP-004,2022-01-02,113055.2,4946.2,1280.03,116721.37,8.95,สูง
INV-006498,WH-002,CRP-004,2022-01-08,116721.37,748.52,6047.66,111422.23,9.49,สูง
INV-006499,WH-002,CRP-004,2022-01-14,111422.23,497.48,7382.31,104537.4,9.21,สูง
INV-006500,WH-002,CRP-004,2022-01-20,104537.4,7111.27,4225.15,107423.52,6.5,สูง
INV-006501,WH-002,CRP-004,2022-01-26,107423.52,7028.3,6908.31,107543.51,7.62,สูง
INV-006502,WH-002,CRP-004,2022-01-29,107543.51,8123.7,2785.51,112881.7,7.58,สูง
INV-006503,WH-002,CRP-004,2022-02-16,112881.7,4795.28,5471.0,112205.98,8.07,สูง
INV-006504,WH-002,CRP-004,2022-02-22,112205.98,2753.48,7634.07,107325.39,7.49,สูง
INV-006505,WH-002,CRP-004,2022-02-25,107325.39,4856.53,5491.65,106690.27,7.31,สูง
INV-006506,WH-002,CRP-004,2022-02-28,106690.27,5874.47,2097.32,110467.42,6.56,สูง
INV-006507,WH-002,CRP-004,2022-03-06,110467.42,5144.11,4770.22,110841.31,8.45,สูง
INV-006508,WH-002,CRP-004,2022-03-18,110841.31,6763.42,5887.44,111717.29,8.54,สูง
INV-006509,WH-002,CRP-004,2022-03-21,111717.29,8695.02,7496.41,112915.9,6.12,สูง
INV-006510,WH-002,CRP-004,2022-03-24,112915.9,5940.98,7603.79,111253.09,9.44,สูง
INV-006511,WH-002,CRP-004,2022-03-27,111253.09,950.41,706.19,111497.31,7.07,สูง
INV-006512,WH-002,CRP-004,2022-03-30,111497.31,1098.03,6784.41,105810.93,9.24,สูง
INV-006513,WH-002,CRP-004,2022-04-02,105810.93,4022.21,2579.95,107253.19,6.5,สูง
INV-006514,WH-002,CRP-004,2022-04-20,107253.19,5237.96,577.77,111913.38,9.41,สูง
INV-006515,WH-002,CRP-004,2022-04-23,111913.38,1437.27,1144.0,112206.65,8.62,สูง
INV-006516,WH-002,CRP-004,2022-05-05,112206.65,694.92,1907.28,110994.29,5.9,สูง
INV-006517,WH-002,CRP-004,2022-05-11,110994.29,2025.98,4913.41,108106.86,7.32,สูง
INV-006518,WH-002,CRP-004,2022-05-17,108106.86,2486.63,3801.58,106791.91,9.72,สูง
INV-006519,WH-002,CRP-004,2022-05-20,106791.91,1404.88,5154.18,103042.61,9.49,สูง
INV-006520,WH-002,CRP-004,2022-05-26,103042.61,1164.84,6022.34,98185.11,5.8,สูง
INV-006521,WH-002,CRP-004,2022-05-29,98185.11,1463.17,6229.64,93418.64,9.25,สูง
INV-006522,WH-002,CRP-004,2022-06-01,93418.64,3458.96,4803.56,92074.04,5.85,สูง
INV-006523,WH-002,CRP-004,2022-06-04,92074.04,8077.54,2908.78,97242.8,6.13,สูง
INV-006524,WH-002,CRP-004,2022-06-10,97242.8,5848.38,5837.71,97253.47,8.92,สูง
INV-006525,WH-002,CRP-004,2022-06-13,97253.47,1065.37,7719.91,90598.93,6.58,สูง
INV-006526,WH-002,CRP-004,2022-06-19,90598.93,890.76,3531.36,87958.33,6.47,สูง
INV-006527,WH-002,CRP-004,2022-06-22,87958.33,4240.21,5397.71,86800.83,8.69,สูง
INV-006528,WH-002,CRP-004,2022-06-25,86800.83,9918.22,6281.14,90437.91,8.06,สูง
INV-006529,WH-002,CRP-004,2022-06-28,90437.91,3605.3,7728.39,86314.82,6.39,สูง
INV-006530,WH-002,CRP-004,2022-07-04,86314.82,3005.46,3027.76,86292.52,6.78,สูง
INV-006531,WH-002,CRP-004,2022-07-10,86292.52,9600.71,5922.13,89971.1,6.01,สูง
INV-006532,WH-002,CRP-004,2022-07-13,89971.1,2293.05,6227.94,86036.21,9.42,สูง
INV-006533,WH-002,CRP-004,2022-07-16,86036.21,1762.29,3297.85,84500.65,8.84,สูง
INV-006534,WH-002,CRP-004,2022-07-19,84500.65,1326.8,3234.45,82593.0,9.84,สูง
INV-006535,WH-002,CRP-004,2022-07-22,82593.0,1089.79,2649.62,81033.17,8.87,สูง
INV-006536,WH-002,CRP-004,2022-07-31,81033.17,3452.69,6404.75,78081.11,5.85,สูง
INV-006537,WH-002,CRP-004,2022-08-03,78081.11,767.16,2190.67,76657.6,8.4,สูง
INV-006538,WH-002,CRP-004,2022-08-12,76657.6,3670.28,7409.49,72918.39,6.51,สูง
INV-006539,WH-002,CRP-004,2022-08-27,72918.39,7708.54,7185.56,73441.37,8.52,สูง
INV-006540,WH-002,CRP-004,2022-08-30,73441.37,2540.46,2787.81,73194.02,6.56,สูง
INV-006541,WH-002,CRP-004,2022-09-11,73194.02,873.15,4317.56,69749.61,9.03,สูง
INV-006542,WH-002,CRP-004,2022-09-14,69749.61,7591.97,5715.75,71625.83,5.83,สูง
INV-006543,WH-002,CRP-004,2022-09-17,71625.83,3517.92,5409.4,69734.35,9.35,สูง
INV-006544,WH-002,CRP-004,2022-09-23,69734.35,4701.96,3532.03,70904.28,7.03,สูง
INV-006545,WH-002,CRP-004,2022-10-02,70904.28,2871.99,7673.98,66102.29,8.57,สูง
INV-006546,WH-002,CRP-004,2022-10-05,66102.29,201.07,1759.74,64543.62,9.11,สูง
INV-006547,WH-002,CRP-004,2022-10-08,64543.62,6876.72,1958.2,69462.14,7.27,สูง
INV-006548,WH-002,CRP-004,2022-10-11,69462.14,7312.22,7689.12,69085.24,9.42,สูง
INV-006549,WH-002,CRP-004,2022-10-14,69085.24,9215.67,6804.91,71496.0,7.17,สูง
INV-006550,WH-002,CRP-004,2022-10-20,71496.0,1349.21,880.68,71964.53,6.91,สูง
INV-006551,WH-002,CRP-004,2022-10-26,71964.53,6533.14,6489.69,72007.98,6.15,สูง
INV-006552,WH-002,CRP-004,2022-11-01,72007.98,4726.4,103.62,76630.76,6.7,สูง
INV-006553,WH-002,CRP-004,2022-11-04,76630.76,37.53,4310.41,72357.88,9.23,สูง
INV-006554,WH-002,CRP-004,2022-11-07,72357.88,6235.43,3232.05,75361.26,6.31,สูง
INV-006555,WH-002,CRP-004,2022-11-13,75361.26,3090.87,1233.14,77218.99,7.27,สูง
INV-006556,WH-002,CRP-004,2022-11-16,77218.99,7387.93,958.34,83648.58,6.52,สูง
INV-006557,WH-002,CRP-004,2022-11-19,83648.58,7562.85,3331.29,87880.14,6.43,สูง
INV-006558,WH-002,CRP-004,2022-11-22,87880.14,1884.09,4403.69,85360.54,9.7,สูง
INV-006559,WH-002,CRP-004,2022-11-28,85360.54,9496.67,3709.9,91147.31,8.54,สูง
INV-006560,WH-002,CRP-004,2022-12-01,91147.31,6125.02,4048.53,93223.8,7.76,สูง
INV-006561,WH-002,CRP-004,2022-12-07,93223.8,9165.09,3687.48,98701.41,7.98,สูง
INV-006562,WH-002,CRP-004,2022-12-13,98701.41,8826.96,699.71,106828.66,8.52,สูง
INV-006563,WH-002,CRP-004,2022-12-16,106828.66,7679.51,3668.43,110839.74,6.35,สูง
INV-006564,WH-002,CRP-004,2022-12-19,110839.74,2124.76,6608.46,106356.04,7.18,สูง
INV-006565,WH-002,CRP-004,2022-12-25,106356.04,9647.22,4408.41,111594.85,9.25,สูง
INV-006566,WH-002,CRP-004,2022-12-31,111594.85,2325.61,4932.66,108987.8,7.91,สูง
INV-006567,WH-002,CRP-004,2023-01-03,108987.8,4328.33,967.31,112348.82,9.56,สูง
INV-006568,WH-002,CRP-004,2023-01-06,112348.82,8389.85,2269.85,118468.82,9.39,สูง
INV-006569,WH-002,CRP-004,2023-01-09,118468.82,882.87,2130.31,117221.38,6.67,สูง
INV-006570,WH-002,CRP-004,2023-01-15,117221.38,6731.03,5489.66,118462.75,7.68,สูง
INV-006571,WH-002,CRP-004,2023-01-21,118462.75,8877.28,1131.69,126208.34,7.79,สูง
INV-006572,WH-002,CRP-004,2023-01-24,126208.34,3399.41,3027.37,126580.38,6.03,สูง
INV-006573,WH-002,CRP-004,2023-01-30,126580.38,1776.27,5051.73,123304.92,6.7,สูง
INV-006574,WH-002,CRP-004,2023-02-02,123304.92,5900.71,312.69,128892.94,7.89,สูง
INV-006575,WH-002,CRP-004,2023-02-05,128892.94,9381.18,969.56,137304.56,8.71,สูง
INV-006576,WH-002,CRP-004,2023-02-08,137304.56,5471.65,671.69,142104.52,5.62,สูง
INV-006577,WH-002,CRP-004,2023-02-14,142104.52,2850.55,3023.24,141931.83,9.34,สูง
INV-006578,WH-002,CRP-004,2023-02-17,141931.83,7140.81,1231.64,147841.0,9.21,สูง
INV-006579,WH-002,CRP-004,2023-02-20,147841.0,8392.44,2855.81,153377.63,8.99,สูง
INV-006580,WH-002,CRP-004,2023-02-23,153377.63,4767.0,1334.75,156809.88,9.2,สูง
INV-006581,WH-002,CRP-004,2023-02-26,156809.88,1145.99,1313.64,156642.23,6.17,สูง
INV-006582,WH-002,CRP-004,2023-03-01,156642.23,3933.18,5087.05,155488.36,6.63,สูง
INV-006583,WH-002,CRP-004,2023-03-07,155488.36,3904.09,3281.99,156110.46,7.6,สูง
INV-006584,WH-002,CRP-004,2023-03-10,156110.46,4520.3,2038.48,158592.28,7.65,สูง
INV-006585,WH-002,CRP-004,2023-03-16,158592.28,6495.32,4678.97,160408.63,6.05,สูง
INV-006586,WH-002,CRP-004,2023-03-22,160408.63,9192.91,5724.42,163877.12,8.28,สูง
INV-006587,WH-002,CRP-004,2023-03-31,163877.12,9575.8,2620.08,170832.84,8.91,สูง
INV-006588,WH-002,CRP-004,2023-04-03,170832.84,7116.93,6236.15,171713.62,6.5,สูง
INV-006589,WH-002,CRP-004,2023-04-06,171713.62,3281.9,7218.82,167776.7,9.34,สูง
INV-006590,WH-002,CRP-004,2023-04-12,167776.7,116.08,2382.93,165509.85,6.82,สูง
INV-006591,WH-002,CRP-004,2023-04-15,165509.85,2443.4,7469.43,160483.82,8.82,สูง
INV-006592,WH-002,CRP-004,2023-04-18,160483.82,2125.46,5723.46,156885.82,9.39,สูง
INV-006593,WH-002,CRP-004,2023-04-21,156885.82,8253.93,4533.51,160606.24,7.92,สูง
INV-006594,WH-002,CRP-004,2023-04-27,160606.24,5905.53,7538.6,158973.17,7.85,สูง
INV-006595,WH-002,CRP-004,2023-04-30,158973.17,5724.77,1883.52,162814.42,7.5,สูง
INV-006596,WH-002,CRP-004,2023-05-03,162814.42,5515.48,4713.45,163616.45,7.74,สูง
INV-006597,WH-002,CRP-004,2023-05-06,163616.45,236.92,3123.34,160730.03,7.18,สูง
INV-006598,WH-002,CRP-004,2023-05-09,160730.03,6352.33,3676.94,163405.42,9.22,สูง
INV-006599,WH-002,CRP-004,2023-05-12,163405.42,3015.4,5647.39,160773.43,6.58,สูง
INV-006600,WH-002,CRP-004,2023-05-21,160773.43,7387.42,6150.37,162010.48,5.92,สูง
INV-006601,WH-002,CRP-004,2023-05-24,162010.48,2331.43,1986.63,162355.28,9.26,สูง
INV-006602,WH-002,CRP-004,2023-05-30,162355.28,6636.4,6387.74,162603.94,7.58,สูง
INV-006603,WH-002,CRP-004,2023-06-05,162603.94,3784.41,5753.35,160635.0,9.33,สูง
INV-006604,WH-002,CRP-004,2023-06-14,160635.0,4039.62,4805.72,159868.9,9.1,สูง
INV-006605,WH-002,CRP-004,2023-06-17,159868.9,1333.69,2695.36,158507.23,5.73,สูง
INV-006606,WH-002,CRP-004,2023-06-20,158507.23,5759.92,3328.5,160938.65,5.79,สูง
INV-006607,WH-002,CRP-004,2023-06-26,160938.65,8629.26,6938.5,162629.41,8.35,สูง
INV-006608,WH-002,CRP-004,2023-06-29,162629.41,7097.51,1504.22,168222.7,9.69,สูง
INV-006609,WH-002,CRP-004,2023-07-05,168222.7,8724.14,3202.61,173744.23,9.02,สูง
INV-006610,WH-002,CRP-004,2023-07-14,173744.23,8192.61,424.3,181512.54,6.71,สูง
INV-006611,WH-002,CRP-004,2023-07-20,181512.54,5347.41,2862.67,183997.28,8.33,สูง
INV-006612,WH-002,CRP-004,2023-07-23,183997.28,9458.23,1320.84,192134.67,9.71,สูง
INV-006613,WH-002,CRP-004,2023-07-26,192134.67,2345.71,4840.37,189640.01,6.18,สูง
INV-006614,WH-002,CRP-004,2023-07-29,189640.01,4603.12,2983.13,191260.0,7.68,สูง
INV-006615,WH-002,CRP-004,2023-08-01,191260.0,7147.23,7535.31,190871.92,5.86,สูง
INV-006616,WH-002,CRP-004,2023-08-04,190871.92,961.07,4305.42,187527.57,7.03,สูง
INV-006617,WH-002,CRP-004,2023-08-07,187527.57,1755.02,216.94,189065.65,9.44,สูง
INV-006618,WH-002,CRP-004,2023-08-16,189065.65,6204.52,4286.14,190984.03,8.45,สูง
INV-006619,WH-002,CRP-004,2023-08-19,190984.03,7596.93,7156.73,191424.23,5.79,สูง
INV-006620,WH-002,CRP-004,2023-08-25,191424.23,1666.48,3170.01,189920.7,6.17,สูง
INV-006621,WH-002,CRP-004,2023-08-31,189920.7,9446.6,165.71,199201.59,8.22,สูง
INV-006622,WH-002,CRP-004,2023-09-03,199201.59,9437.54,4298.85,204340.28,6.42,สูง
INV-006623,WH-002,CRP-004,2023-09-06,204340.28,4275.08,6729.79,201885.57,7.03,สูง
INV-006624,WH-002,CRP-004,2023-09-09,201885.57,6014.11,4002.07,203897.61,9.0,สูง
INV-006625,WH-002,CRP-004,2023-09-12,203897.61,9441.71,5179.06,208160.26,8.57,สูง
INV-006626,WH-002,CRP-004,2023-09-18,208160.26,5407.74,1919.93,211648.07,9.88,สูง
INV-006627,WH-002,CRP-004,2023-09-21,211648.07,8574.86,3836.37,216386.56,5.67,สูง
INV-006628,WH-002,CRP-004,2023-10-03,216386.56,4462.77,197.58,220651.75,5.63,สูง
INV-006629,WH-002,CRP-004,2023-10-06,220651.75,6606.63,1335.57,225922.81,9.08,สูง
INV-006630,WH-002,CRP-004,2023-10-12,225922.81,3119.59,3928.87,225113.53,8.43,สูง
INV-006631,WH-002,CRP-004,2023-10-15,225113.53,1052.79,6004.26,220162.06,6.18,สูง
INV-006632,WH-002,CRP-004,2023-10-18,220162.06,8597.95,2591.64,226168.37,7.15,สูง
INV-006633,WH-002,CRP-004,2023-10-24,226168.37,8840.94,7916.98,227092.33,9.69,สูง
INV-006634,WH-002,CRP-004,2023-10-30,227092.33,2081.87,6260.46,222913.74,7.57,สูง
INV-006635,WH-002,CRP-004,2023-11-08,222913.74,6545.29,6277.08,223181.95,9.42,สูง
INV-006636,WH-002,CRP-004,2023-11-20,223181.95,5233.97,293.25,228122.67,8.77,สูง
INV-006637,WH-002,CRP-004,2023-11-23,228122.67,7387.42,3507.77,232002.32,6.73,สูง
INV-006638,WH-002,CRP-004,2023-12-08,232002.32,1150.59,6100.09,227052.82,6.43,สูง
INV-006639,WH-002,CRP-004,2023-12-11,227052.82,7810.6,840.46,234022.96,6.48,สูง
INV-006640,WH-002,CRP-004,2023-12-14,234022.96,5666.12,6090.33,233598.75,9.83,สูง
INV-006641,WH-002,CRP-004,2023-12-23,233598.75,6097.88,507.98,239188.65,8.59,สูง
INV-006642,WH-002,CRP-004,2023-12-26,239188.65,9055.06,4354.97,243888.74,8.87,สูง
INV-006643,WH-002,CRP-004,2023-12-29,243888.74,9046.12,335.25,252599.61,7.3,สูง
INV-006644,WH-002,CRP-004,2024-01-01,252599.61,8860.68,5281.04,256179.25,6.51,สูง
INV-006645,WH-002,CRP-004,2024-01-04,256179.25,3488.85,6295.81,253372.29,6.1,สูง
INV-006646,WH-002,CRP-004,2024-01-07,253372.29,4699.53,6161.82,251910.0,7.53,สูง
INV-006647,WH-002,CRP-004,2024-01-10,251910.0,8558.9,2444.21,258024.69,9.14,สูง
INV-006648,WH-002,CRP-004,2024-01-16,258024.69,3733.12,553.68,261204.13,9.21,สูง
INV-006649,WH-002,CRP-004,2024-01-19,261204.13,1447.18,701.4,261949.91,9.69,สูง
INV-006650,WH-002,CRP-004,2024-01-22,261949.91,3409.13,4459.58,260899.46,9.73,สูง
INV-006651,WH-002,CRP-004,2024-01-25,260899.46,3513.34,7000.37,257412.43,6.43,สูง
INV-006652,WH-002,CRP-004,2024-02-03,257412.43,7482.76,1210.76,263684.43,7.95,สูง
INV-006653,WH-002,CRP-004,2024-02-06,263684.43,4666.28,277.64,268073.07,7.34,สูง
INV-006654,WH-002,CRP-004,2024-02-09,268073.07,3273.88,4494.89,266852.06,9.16,สูง
INV-006655,WH-002,CRP-004,2024-02-12,266852.06,4465.67,6217.34,265100.39,6.63,สูง
INV-006656,WH-002,CRP-004,2024-02-27,265100.39,7767.2,4933.1,267934.49,9.18,สูง
INV-006657,WH-002,CRP-004,2024-03-01,267934.49,2472.49,3580.96,266826.02,9.5,สูง
INV-006658,WH-002,CRP-004,2024-03-04,266826.02,2519.18,3687.78,265657.42,8.43,สูง
INV-006659,WH-002,CRP-004,2024-03-13,265657.42,4034.44,1802.68,267889.18,8.88,สูง
INV-006660,WH-002,CRP-004,2024-03-16,267889.18,9833.88,3999.62,273723.44,5.88,สูง
INV-006661,WH-002,CRP-004,2024-03-25,273723.44,998.5,1383.46,273338.48,5.84,สูง
INV-006662,WH-002,CRP-004,2024-04-09,273338.48,108.43,941.66,272505.25,8.1,สูง
INV-006663,WH-002,CRP-004,2024-04-24,272505.25,8974.18,2864.52,278614.91,5.98,สูง
INV-006664,WH-002,CRP-004,2024-04-27,278614.91,4963.9,709.05,282869.76,6.89,สูง
INV-006665,WH-002,CRP-004,2024-04-30,282869.76,8225.64,5070.15,286025.25,7.98,สูง
INV-006666,WH-002,CRP-004,2024-05-03,286025.25,5312.74,3782.4,287555.59,8.72,สูง
INV-006667,WH-002,CRP-004,2024-05-06,287555.59,825.56,2740.26,285640.89,6.05,สูง
INV-006668,WH-002,CRP-004,2024-05-09,285640.89,454.32,5964.91,280130.3,6.69,สูง
INV-006669,WH-002,CRP-004,2024-05-12,280130.3,7344.54,4547.87,282926.97,7.17,สูง
INV-006670,WH-002,CRP-004,2024-05-15,282926.97,6105.61,3033.41,285999.17,9.71,สูง
INV-006671,WH-002,CRP-004,2024-05-18,285999.17,7262.89,2005.12,291256.94,5.74,สูง
INV-006672,WH-002,CRP-004,2024-05-21,291256.94,9453.01,299.43,300410.52,8.35,สูง
INV-006673,WH-002,CRP-004,2024-05-30,300410.52,568.4,1183.11,299795.81,6.03,สูง
INV-006674,WH-002,CRP-004,2024-06-02,299795.81,4625.64,393.13,304028.32,6.39,สูง
INV-006675,WH-002,CRP-004,2024-06-05,304028.32,3840.66,1807.87,306061.11,9.48,สูง
INV-006676,WH-002,CRP-004,2024-06-08,306061.11,3493.45,6613.07,302941.49,6.31,สูง
INV-006677,WH-002,CRP-004,2024-06-11,302941.49,6283.92,5497.66,303727.75,8.04,สูง
INV-006678,WH-002,CRP-004,2024-07-02,303727.75,1107.18,2379.63,302455.3,9.57,สูง
INV-006679,WH-002,CRP-004,2024-07-05,302455.3,7259.42,4042.5,305672.22,7.88,สูง
INV-006680,WH-002,CRP-004,2024-07-08,305672.22,2547.02,1055.11,307164.13,8.86,สูง
INV-006681,WH-002,CRP-004,2024-07-11,307164.13,4869.56,7835.52,304198.17,8.93,สูง
INV-006682,WH-002,CRP-004,2024-07-14,304198.17,904.86,3635.04,301467.99,6.73,สูง
INV-006683,WH-002,CRP-004,2024-07-20,301467.99,6677.91,3692.1,304453.8,9.53,สูง
INV-006684,WH-002,CRP-004,2024-07-23,304453.8,8100.27,412.65,312141.42,7.75,สูง
INV-006685,WH-002,CRP-004,2024-07-29,312141.42,1062.51,1364.47,311839.46,9.37,สูง
INV-006686,WH-002,CRP-004,2024-08-01,311839.46,868.62,1829.37,310878.71,7.33,สูง
INV-006687,WH-002,CRP-004,2024-08-04,310878.71,4713.52,7975.33,307616.9,8.97,สูง
INV-006688,WH-002,CRP-004,2024-08-10,307616.9,7612.01,1587.97,313640.94,9.03,สูง
INV-006689,WH-002,CRP-004,2024-08-13,313640.94,9379.75,213.67,322807.02,6.6,สูง
INV-006690,WH-002,CRP-004,2024-08-19,322807.02,5815.43,3368.37,325254.08,5.99,สูง
INV-006691,WH-002,CRP-004,2024-08-22,325254.08,3823.19,4316.77,324760.5,9.85,สูง
INV-006692,WH-002,CRP-004,2024-08-25,324760.5,7315.14,1236.55,330839.09,8.16,สูง
INV-006693,WH-002,CRP-004,2024-08-28,330839.09,848.48,1066.7,330620.87,5.72,สูง
INV-006694,WH-002,CRP-004,2024-08-31,330620.87,7725.64,1997.35,336349.16,9.14,สูง
INV-006695,WH-002,CRP-004,2024-09-03,336349.16,5457.31,3762.42,338044.05,8.72,สูง
INV-006696,WH-002,CRP-004,2024-09-06,338044.05,276.3,4683.48,333636.87,9.08,สูง
